Plate ID	Well 	Sample ID	User ID	Date 	Time 	Conc. 	Units 	A260 	A280 	260/280 	260/230 	Conc. Factor (ng/ul)	Cursor Pos.	Cursor abs.	340 raw	NA Type
	F5		Default	2/9/2021	5:54 PM	41.42	ng/ul	1.036	0.484	2.14	2.10	40.00	260	1.036	0.095	RNA-40
	G5		Default	2/9/2021	5:54 PM	4.744	ng/ul	0.119	0.042	2.79	1.98	40.00	260	0.119	0.098	RNA-40
	H5		Default	2/9/2021	5:54 PM	21.38	ng/ul	0.535	0.239	2.24	2.13	40.00	260	0.535	0.023	RNA-40
	A6		Default	2/9/2021	5:57 PM	8.784	ng/ul	0.220	0.094	2.33	1.76	40.00	260	0.220	0.022	RNA-40
	B6		Default	2/9/2021	5:57 PM	8.946	ng/ul	0.224	0.097	2.31	1.74	40.00	260	0.224	0.002	RNA-40
	C6		Default	2/9/2021	5:57 PM	23.25	ng/ul	0.581	0.267	2.18	2.05	40.00	260	0.581	0.053	RNA-40
	D6		Default	2/9/2021	5:57 PM	11.93	ng/ul	0.298	0.131	2.28	2.09	40.00	260	0.298	0.056	RNA-40
	E6		Default	2/9/2021	5:57 PM	18.39	ng/ul	0.460	0.205	2.24	2.10	40.00	260	0.460	0.052	RNA-40
	F6		Default	2/9/2021	5:57 PM	16.78	ng/ul	0.419	0.190	2.20	2.44	40.00	260	0.419	0.062	RNA-40
	G6		Default	2/9/2021	5:57 PM	13.36	ng/ul	0.334	0.141	2.37	2.28	40.00	260	0.334	0.067	RNA-40
	H6		Default	2/9/2021	5:57 PM	32.88	ng/ul	0.822	0.367	2.24	2.08	40.00	260	0.822	0.025	RNA-40
	A7		Default	2/9/2021	6:00 PM	9.318	ng/ul	0.233	0.103	2.25	1.67	40.00	260	0.233	0.013	RNA-40
	B7		Default	2/9/2021	6:00 PM	9.352	ng/ul	0.234	0.104	2.24	1.87	40.00	260	0.234	0.006	RNA-40
	C7		Default	2/9/2021	6:00 PM	43.89	ng/ul	1.097	0.509	2.15	2.02	40.00	260	1.097	0.082	RNA-40
	D7		Default	2/9/2021	6:00 PM	23.89	ng/ul	0.597	0.277	2.15	1.92	40.00	260	0.597	0.132	RNA-40
	E7		Default	2/9/2021	6:00 PM	19.65	ng/ul	0.491	0.225	2.18	2.16	40.00	260	0.491	0.039	RNA-40
	F7		Default	2/9/2021	6:00 PM	18.39	ng/ul	0.460	0.208	2.21	2.31	40.00	260	0.460	0.037	RNA-40
	G7		Default	2/9/2021	6:00 PM	26.84	ng/ul	0.671	0.301	2.23	2.23	40.00	260	0.671	0.027	RNA-40
	H7		Default	2/9/2021	6:00 PM	25.34	ng/ul	0.634	0.340	1.86	0.83	40.00	260	0.634	0.826	RNA-40
	A8		Default	2/9/2021	6:06 PM	25.43	ng/ul	0.636	0.287	2.21	1.85	40.00	260	0.636	0.059	RNA-40
	B8		Default	2/9/2021	6:06 PM	22.58	ng/ul	0.564	0.277	2.04	1.77	40.00	260	0.564	-0.004	RNA-40
	C8		Default	2/9/2021	6:06 PM	50.48	ng/ul	1.262	0.622	2.03	1.95	40.00	260	1.262	-0.020	RNA-40
	D8		Default	2/9/2021	6:06 PM	33.55	ng/ul	0.839	0.404	2.08	1.94	40.00	260	0.839	0.028	RNA-40
	E8		Default	2/9/2021	6:06 PM	43.10	ng/ul	1.078	0.504	2.14	1.93	40.00	260	1.078	0.024	RNA-40
	F8		Default	2/9/2021	6:06 PM	42.50	ng/ul	1.062	0.507	2.10	1.97	40.00	260	1.062	0.056	RNA-40
	G8		Default	2/9/2021	6:06 PM	42.74	ng/ul	1.068	0.492	2.17	2.09	40.00	260	1.068	0.063	RNA-40
	H8		Default	2/9/2021	6:06 PM	36.62	ng/ul	0.915	0.525	1.74	0.84	40.00	260	0.915	0.750	RNA-40
	A9		Default	2/9/2021	6:07 PM	40.47	ng/ul	1.012	0.500	2.02	1.53	40.00	260	1.012	0.224	RNA-40
	B9		Default	2/9/2021	6:07 PM	37.27	ng/ul	0.932	0.452	2.06	1.88	40.00	260	0.932	0.004	RNA-40
	C9		Default	2/9/2021	6:07 PM	14.11	ng/ul	0.353	0.179	1.97	1.65	40.00	260	0.353	-0.007	RNA-40
	D9		Default	2/9/2021	6:07 PM	20.82	ng/ul	0.521	0.251	2.07	1.86	40.00	260	0.521	0.015	RNA-40
	E9		Default	2/9/2021	6:07 PM	3.492	ng/ul	0.087	0.039	2.21	1.62	40.00	260	0.087	0.016	RNA-40
	F9		Default	2/9/2021	6:07 PM	26.86	ng/ul	0.672	0.327	2.06	1.99	40.00	260	0.672	0.037	RNA-40
	G9		Default	2/9/2021	6:07 PM	14.84	ng/ul	0.371	0.166	2.23	2.00	40.00	260	0.371	0.031	RNA-40
	H9		Default	2/9/2021	6:07 PM	43.95	ng/ul	1.099	0.534	2.06	1.85	40.00	260	1.099	-0.105	RNA-40
	A10		Default	2/9/2021	6:09 PM	32.60	ng/ul	0.815	0.418	1.95	1.16	40.00	260	0.815	0.422	RNA-40
	B10		Default	2/9/2021	6:09 PM	12.69	ng/ul	0.317	0.157	2.02	1.59	40.00	260	0.317	0.035	RNA-40
	C10		Default	2/9/2021	6:09 PM	13.12	ng/ul	0.328	0.175	1.87	1.48	40.00	260	0.328	0.024	RNA-40
	D10		Default	2/9/2021	6:09 PM	10.05	ng/ul	0.251	0.124	2.03	1.68	40.00	260	0.251	0.040	RNA-40
	E10		Default	2/9/2021	6:09 PM	24.27	ng/ul	0.607	0.290	2.09	1.94	40.00	260	0.607	0.033	RNA-40
	F10		Default	2/9/2021	6:09 PM	9.501	ng/ul	0.238	0.129	1.83	1.23	40.00	260	0.238	0.082	RNA-40
	G10		Default	2/9/2021	6:09 PM	31.16	ng/ul	0.779	0.370	2.11	1.98	40.00	260	0.779	0.043	RNA-40
	H10		Default	2/9/2021	6:09 PM	22.68	ng/ul	0.567	0.311	1.82	0.95	40.00	260	0.567	0.265	RNA-40
	A11		Default	2/9/2021	6:11 PM	29.40	ng/ul	0.735	0.375	1.96	1.25	40.00	260	0.735	0.286	RNA-40
	B11		Default	2/9/2021	6:11 PM	7.369	ng/ul	0.184	0.096	1.92	1.26	40.00	260	0.184	-0.011	RNA-40
	C11		Default	2/9/2021	6:11 PM	25.16	ng/ul	0.629	0.313	2.01	1.79	40.00	260	0.629	-0.000	RNA-40
	D11		Default	2/9/2021	6:11 PM	20.73	ng/ul	0.518	0.246	2.11	1.89	40.00	260	0.518	0.003	RNA-40
	E11		Default	2/9/2021	6:11 PM	21.84	ng/ul	0.546	0.249	2.19	1.95	40.00	260	0.546	0.009	RNA-40
	F11		Default	2/9/2021	6:11 PM	15.93	ng/ul	0.398	0.189	2.10	1.86	40.00	260	0.398	0.022	RNA-40
	G11		Default	2/9/2021	6:11 PM	42.96	ng/ul	1.074	0.514	2.09	1.97	40.00	260	1.074	0.062	RNA-40
	H11		Default	2/9/2021	6:11 PM	12.65	ng/ul	0.316	0.151	2.10	1.58	40.00	260	0.316	-0.170	RNA-40
	A12		Default	2/9/2021	6:13 PM	67.83	ng/ul	1.696	0.853	1.99	1.34	40.00	260	1.696	0.562	RNA-40
	B12		Default	2/9/2021	6:13 PM	45.48	ng/ul	1.137	0.550	2.07	1.92	40.00	260	1.137	0.015	RNA-40
	C12		Default	2/9/2021	6:13 PM	60.88	ng/ul	1.522	0.772	1.97	1.69	40.00	260	1.522	0.141	RNA-40
	D12		Default	2/9/2021	6:13 PM	43.59	ng/ul	1.090	0.541	2.01	1.68	40.00	260	1.090	0.116	RNA-40
	E12		Default	2/9/2021	6:13 PM	28.17	ng/ul	0.704	0.381	1.85	1.15	40.00	260	0.704	0.349	RNA-40
	F12		Default	2/9/2021	6:13 PM	22.32	ng/ul	0.558	0.272	2.05	1.81	40.00	260	0.558	0.028	RNA-40
	G12		Default	2/9/2021	6:13 PM	15.43	ng/ul	0.386	0.178	2.17	2.17	40.00	260	0.386	-0.008	RNA-40
	H12		Default	2/9/2021	6:13 PM	54.19	ng/ul	1.355	0.707	1.92	1.13	40.00	260	1.355	0.848	RNA-40
