Tag,Tank,Date,BW,Temp,Sal,Notes
238,2,2020-09-04,5.7598,27.5,34.6,
239,2,2020-09-04,4.6703,27.5,34.7,
270,2,2020-09-04,8.0928,27.5,34.6,
282,2,2020-09-04,6.7086,27.5,34.7,
296,2,2020-09-04,10.4021,27.5,34.7,
A010,2,2020-09-04,3.7412,27.5,34.7,
A026,2,2020-09-04,3.2107,27.5,34.7,
A029,2,2020-09-04,6.9298,27.4,34.7,
A038,2,2020-09-04,3.7718,27.5,34.6,
A041,2,2020-09-04,7.3416,27.5,34.7,
A052,2,2020-09-04,3.8031,27.5,34.7,
A060,2,2020-09-04,5.8343,27.4,34.7,
A072,2,2020-09-04,4.5324,27.5,34.6,
A078,2,2020-09-04,5.3986,27.5,34.6,
A083,2,2020-09-04,4.0885,27.5,34.7,
A097,2,2020-09-04,5.4446,27.5,34.6,
A101,2,2020-09-04,4.0298,27.5,34.7,
A111,2,2020-09-04,6.0771,27.5,34.7,
A114,2,2020-09-04,4.062,27.5,34.6,
A131,2,2020-09-04,4.8809,27.5,34.7,
A134,2,2020-09-04,4.5284,27.5,34.7,
A157,2,2020-09-04,5.1173,27.5,34.6,
A161,2,2020-09-04,6.1979,27.5,34.6,
A165,2,2020-09-04,4.3688,27.5,34.7,
A183,2,2020-09-04,4.7605,27.4,34.7,
A185,2,2020-09-04,3.5904,27.4,34.7,
A188,2,2020-09-04,3.9234,27.5,34.6,
201,3,2020-09-04,7.7907,27.3,34.7,
202,3,2020-09-04,6.3513,27.4,34.7,
215,3,2020-09-04,4.2286,27.3,34.7,
232,3,2020-09-04,7.7575,27.4,34.7,
254,3,2020-09-04,5.1879,27.4,34.7,
258,3,2020-09-04,4.4479,27.4,34.7,
265,3,2020-09-04,8.8415,27.4,34.7,
269,3,2020-09-04,7.6345,27.4,34.7,
293,3,2020-09-04,4.6977,27.3,34.7,
A011,3,2020-09-04,5.1905,27.4,34.7,
A014,3,2020-09-04,3.8282,27.4,34.7,
A018,3,2020-09-04,3.5325,27.4,34.7,
A021,3,2020-09-04,4.9005,27.3,34.7,
A036,3,2020-09-04,3.0478,27.4,34.7,
A039,3,2020-09-04,6.0475,27.3,34.7,
A056,3,2020-09-04,4.406,27.4,34.7,
A058,3,2020-09-04,7.9688,27.4,34.7,
A064,3,2020-09-04,4.6686,27.4,34.7,
A094,3,2020-09-04,6.566,27.4,34.7,
A100,3,2020-09-04,3.9921,27.3,34.7,
A106,3,2020-09-04,4.4927,27.3,34.7,
A119,3,2020-09-04,4.3171,27.4,34.7,
A125,3,2020-09-04,3.8861,27.3,34.7,
A130,3,2020-09-04,6.4925,27.4,34.7,
A151,3,2020-09-04,4.0739,27.3,34.7,
A162,3,2020-09-04,4.8084,27.4,34.7,
A167,3,2020-09-04,6.1562,27.3,34.7,
A175,3,2020-09-04,7.0195,27.3,34.7,
A190,3,2020-09-04,3.7183,27.3,34.7,
A195,3,2020-09-04,3.9995,27.4,34.7,
204,4,2020-09-04,4.8942,27.3,34.4,
216,4,2020-09-04,6.8021,27.3,34.4,
235,4,2020-09-04,6.9627,27.1,34.5,
261,4,2020-09-04,3.4606,27.3,34.4,
266,4,2020-09-04,5.1363,27.1,34.5,
272,4,2020-09-04,3.8904,27.1,34.5,
284,4,2020-09-04,7.4214,27.3,34.5,
285,4,2020-09-04,8.4694,27.4,34.4,
A002,4,2020-09-04,4.1416,27,34.5,
A008,4,2020-09-04,3.8807,27.1,34.5,
A027,4,2020-09-04,4.6579,27.1,34.5,
A034,4,2020-09-04,2.7156,27.3,34.4,
A037,4,2020-09-04,3.5001,27.1,34.5,
A040,4,2020-09-04,8.9143,27.4,34.4,
A045,4,2020-09-04,4.5478,27.1,34.5,
A046,4,2020-09-04,6.1629,27.1,34.5,
A068,4,2020-09-04,4.2068,27.1,34.5,
A071,4,2020-09-04,4.66046,27,34.5,
A076,4,2020-09-04,4.6431,27.1,34.5,
A089,4,2020-09-04,7.7945,27.1,34.5,
A102,4,2020-09-04,5.4208,27.1,34.5,
A107,4,2020-09-04,4.3359,27.1,34.5,
A118,4,2020-09-04,3.6974,27.1,34.5,
A129,4,2020-09-04,7.3744,27.3,34.4,
A155,4,2020-09-04,4.5537,27.1,34.5,
A163,4,2020-09-04,5.7475,27.1,34.5,
A172,4,2020-09-04,3.8175,27.4,34.4,
A176,4,2020-09-04,8.2737,27,34.5,
A179,4,2020-09-04,4.2709,27,34.5,
A198,4,2020-09-04,3.8027,27.3,34.5,
A199,4,2020-09-04,10.3903,27.4,34.4,
227,5,2020-09-04,2.9679,27.4,34.4,Water sample # 1. tank 5 initial
228,5,2020-09-04,6.9985,27.4,34.4,
250,5,2020-09-04,4.8829,27.4,34.4,
252,5,2020-09-04,4.8296,27.4,34.4,
256,5,2020-09-04,10.4182,27.4,34.4,
264,5,2020-09-04,10.4953,27.4,34.4,
268,5,2020-09-04,7.0927,27.4,34.4,
276,5,2020-09-04,7.1946,27.4,34.3,
A004,5,2020-09-04,4.1714,27.4,34.4,
A015,5,2020-09-04,3.3836,27.4,34.3,
A017,5,2020-09-04,3.4628,27.5,34.3,
A028,5,2020-09-04,3.2942,27.4,34.4,
A049,5,2020-09-04,6.3066,27.4,34.3,
A057,5,2020-09-04,6.1132,27.4,34.4,
A062,5,2020-09-04,3.3433,27.5,34.3,
A066,5,2020-09-04,3.9796,27.4,34.3,
A086,5,2020-09-04,4.7004,27.4,34.4,
A087,5,2020-09-04,4.9102,27.4,34.4,reglued recently
A091,5,2020-09-04,4.68,27.4,34.4,
A095,5,2020-09-04,4.6477,27.3,34.4,
A109,5,2020-09-04,4.5901,27.4,34.4,
A115,5,2020-09-04,3.4756,27.3,34.4,
A121,5,2020-09-04,6.66462,27.3,34.4,
A154,5,2020-09-04,4.5431,27.4,34.4,
A160,5,2020-09-04,4.4294,27.4,34.3,
A166,5,2020-09-04,6.4145,27.5,34.3,
A180,5,2020-09-04,4.2373,27.4,34.3,
A181,5,2020-09-04,4.5219,27.4,34.4,dead
A189,5,2020-09-04,3.3992,27.4,34.3,
A200,5,2020-09-04,6.6033,27.5,34.3,
217,6,2020-09-04,5.7545,27.3,34.4,
221,6,2020-09-04,3.2009,27.3,34.4,
224,6,2020-09-04,7.3486,27.4,34.4,
241,6,2020-09-04,8.1679,27.3,34.4,
244,6,2020-09-04,4.4378,27.4,34.4,
251,6,2020-09-04,5.2034,27.3,34.4,
274,6,2020-09-04,9.2313,27.4,34.4,
277,6,2020-09-04,4.9324,27.4,34.4,
288,6,2020-09-04,7.524,27.3,34.4,
A003,6,2020-09-04,4.0231,27.4,34.4,
A016,6,2020-09-04,3.734,27.4,34.4,
A020,6,2020-09-04,3.1141,27.4,34.4,
A032,6,2020-09-04,6.9463,27.4,34.4,
A044,6,2020-09-04,5.943,27.4,34.4,
A050,6,2020-09-04,3.5836,27.4,34.4,
A059,6,2020-09-04,7.0073,27.4,34.4,
A063,6,2020-09-04,4.5832,27.4,34.4,
A082,6,2020-09-04,5.2369,27.4,34.4,
A090,6,2020-09-04,4.0838,27.4,34.4,
A096,6,2020-09-04,3.6593,27.4,34.4,
A098,6,2020-09-04,5.3068,27.3,34.4,
A112,6,2020-09-04,3.8258,27.4,34.4,
A122,6,2020-09-04,4.8265,27.4,34.5,
A123,6,2020-09-04,4.2342,27.4,34.4,
A128,6,2020-09-04,4.5952,27.4,34.4,
A132,6,2020-09-04,6.1199,27.4,34.4,
A173,6,2020-09-04,4.0395,27.4,34.4,
A174,6,2020-09-04,4.8202,27.4,34.4,
A177,6,2020-09-04,4.5789,27.4,34.4,
A178,6,2020-09-04,3.5779,27.4,34.4,
A194,6,2020-09-04,3.8735,27.4,34.4,
208,7,2020-09-04,5.1382,27.2,34.7,
218,7,2020-09-04,4.0992,27.2,34.7,
229,7,2020-09-04,7.9856,27.3,34.7,
230,7,2020-09-04,8.0173,27.3,34.7,
243,7,2020-09-04,5.3425,27.2,34.7,
245,7,2020-09-04,4.1048,27.2,34.7,
279,7,2020-09-04,4.5823,27.3,34.7,
281,7,2020-09-04,7.9256,27.3,34.7,
283,7,2020-09-04,8.6115,27.2,34.7,
A005,7,2020-09-04,6.475,27.3,34.7,
A012,7,2020-09-04,4.0009,27.3,34.7,
A030,7,2020-09-04,3.7899,27.3,34.7,
A031,7,2020-09-04,5.0195,27.3,34.7,
A033,7,2020-09-04,2.8359,27.3,34.7,
A047,7,2020-09-04,4.1518,27.3,34.7,
A053,7,2020-09-04,7.8835,27.3,34.7,
A055,7,2020-09-04,5.872,27.3,34.7,
A069,7,2020-09-04,3.8266,27.3,34.7,
A073,7,2020-09-04,5.9553,27.2,34.7,
A088,7,2020-09-04,4.4449,27.3,34.7,
A103,7,2020-09-04,3,27.3,34.7,
A104,7,2020-09-04,5.0935,27.3,34.7,
A110,7,2020-09-04,4.0149,27.3,34.7,
A113,7,2020-09-04,6.0803,27.2,34.7,
A120,7,2020-09-04,4.76,27.2,34.7,
A164,7,2020-09-04,6.2062,27.3,34.7,
A169,7,2020-09-04,3.8346,27.3,34.7,
A170,7,2020-09-04,5.1172,27.3,34.7,
A182,7,2020-09-04,4.8702,27.3,34.7,
A186,7,2020-09-04,3.8834,27.2,34.7,
A191,7,2020-09-04,3.6728,27.2,34.7,Water sample # 4. tank 7 final
207,8,2020-09-04,4.8868,27.1,34.5,
209,8,2020-09-04,4.3714,27.1,34.5,
225,8,2020-09-04,9.3424,27.1,34.5,
234,8,2020-09-04,6.488,27.1,34.5,
242,8,2020-09-04,5.8472,27.1,34.5,
260,8,2020-09-04,3.1933,27.1,34.6,
263,8,2020-09-04,3.6621,27,34.5,
273,8,2020-09-04,8.2087,27.1,34.5,
275,8,2020-09-04,8.2136,27.1,34.5,
A006,8,2020-09-04,4.193,27.1,34.5,
A013,8,2020-09-04,3.8914,27.1,34.5,
A023,8,2020-09-04,4.989,27.1,34.5,
A025,8,2020-09-04,3.8794,27.1,34.5,
A035,8,2020-09-04,2.7455,27.1,34.5,
A042,8,2020-09-04,4.9238,27.1,34.5,
A043,8,2020-09-04,4.5573,27.1,34.5,
A054,8,2020-09-04,8.1012,27.1,34.5,Tissue loss in quarantine
A065,8,2020-09-04,4.3239,27,34.6,
A079,8,2020-09-04,4.2098,27.1,34.5,
A080,8,2020-09-04,6.7326,27.1,34.5,
A085,8,2020-09-04,5.1658,27.1,34.5,
A093,8,2020-09-04,6.9488,27.1,34.5,
A099,8,2020-09-04,3.9059,27.1,34.5,
A124,8,2020-09-04,4.1385,27.1,34.5,
A133,8,2020-09-04,5.7139,27.1,34.5,
A156,8,2020-09-04,6.1316,27.1,34.5,
A168,8,2020-09-04,5.348,27.1,34.5,
A171,8,2020-09-04,3.6446,27.1,34.5,
A187,8,2020-09-04,7.9969,27,34.5,
A193,8,2020-09-04,3.7825,27.1,34.5,
A197,8,2020-09-04,3.7569,27.1,34.5,
A070,Holding,2020-09-04,3.7325,27.2,34.7,
A092,Holding,2020-09-04,3.753,27.2,34.7,
A153,Holding,2020-09-04,3.2925,27.2,34.7,
A136,Holding,2020-09-04,3.0964,27.2,34.7,
A142,Holding,2020-09-04,3.2457,27.2,34.7,
A145,Holding,2020-09-04,3.5835,27.2,34.7,
306,Holding,2020-09-04,11.9505,27.2,34.7,New
205,1,2020-09-11,7.3521,27.5,33.9,water sample 1
220,1,2020-09-11,4.9504,27.5,34,
226,1,2020-09-11,2.989,27.5,34,
231,1,2020-09-11,4.8845,27.4,34,
247,1,2020-09-11,6.129,27.5,33.9,
253,1,2020-09-11,11.6277,27.5,34,
262,1,2020-09-11,7.1566,27.5,34,
289,1,2020-09-11,11.2658,27.5,34,
291,1,2020-09-11,8.1529,27.5,34,
A001,1,2020-09-11,4.8544,27.5,33.9,
A007,1,2020-09-11,3.9601,27.5,33.9,
A009,1,2020-09-11,3.6747,27.5,34,
A019,1,2020-09-11,3.4145,27.5,34,
A022,1,2020-09-11,3.8914,27.5,33.9,
A024,1,2020-09-11,6.8314,27.5,33.9,
A048,1,2020-09-11,3.5381,27.5,34,
A051,1,2020-09-11,5.7287,27.5,33.9,
A061,1,2020-09-11,6.5979,27.5,34,
A067,1,2020-09-11,5.8031,27.5,34,
A075,1,2020-09-11,4.0279,27.5,34,
A077,1,2020-09-11,4.4315,27.5,34,
A084,1,2020-09-11,5.2163,27.4,34,
A105,1,2020-09-11,4.3075,27.5,33.9,
A116,1,2020-09-11,4.2304,27.5,33.9,
A127,1,2020-09-11,4.8548,27.4,34,
A152,1,2020-09-11,7.938,27.5,34,
A158,1,2020-09-11,5.3256,27.4,34,
A159,1,2020-09-11,4.4786,27.5,34,
A184,1,2020-09-11,4.4688,27.5,34,
A192,1,2020-09-11,3.8066,27.4,34,
A196,1,2020-09-11,3.4158,27.4,34,
211,2,2020-09-11,3.5952,26.6,34.1,
214,2,2020-09-11,5.1115,26.6,34.1,
222,2,2020-09-11,7.599,26.6,34.1,
237,2,2020-09-11,8.1731,26.7,34.1,
238,2,2020-09-11,5.8221,26.6,34.1,
239,2,2020-09-11,4.724,26.6,34.1,
270,2,2020-09-11,3.17,26.6,34.1,
282,2,2020-09-11,6.7766,26.7,34.1,
296,2,2020-09-11,10.4927,26.7,34.1,
A010,2,2020-09-11,3.7554,26.6,34.1,
A029,2,2020-09-11,6.9531,26.7,34.1,
A038,2,2020-09-11,3.7987,26.7,34.1,
A041,2,2020-09-11,7.3781,26.6,34.1,
A052,2,2020-09-11,3.83,26.6,34.1,
A060,2,2020-09-11,5.8583,26.6,34.1,
A072,2,2020-09-11,4.5788,26.7,34.1,
A078,2,2020-09-11,5.4704,26.6,34.1,
A083,2,2020-09-11,4.1244,26.7,34.1,
A097,2,2020-09-11,5.4858,26.6,34.1,
A101,2,2020-09-11,4.0566,26.8,34.1,
A111,2,2020-09-11,6.1637,26.6,34.1,
A114,2,2020-09-11,4.0939,26.6,34.1,
A131,2,2020-09-11,4.9334,26.6,34.1,
A134,2,2020-09-11,4.5964,26.6,34.1,
A157,2,2020-09-11,5.1495,26.6,34.1,
A161,2,2020-09-11,6.2361,26.6,34.1,
A165,2,2020-09-11,4.3937,26.7,34.1,
A183,2,2020-09-11,4.7816,26.6,34.1,
A185,2,2020-09-11,3.6111,26.6,34.1,
A188,2,2020-09-11,3.9524,26.6,34.1,
201,3,2020-09-11,7.8646,26.6,34.1,
202,3,2020-09-11,6.4115,26.6,34.1,
215,3,2020-09-11,4.2919,26.6,34.1,
232,3,2020-09-11,7.8419,26.6,34.1,
254,3,2020-09-11,5.2484,26.6,34.1,
258,3,2020-09-11,4.5237,26.6,34.1,
265,3,2020-09-11,8.9367,26.6,34.1,
269,3,2020-09-11,7.7099,26.6,34.1,
293,3,2020-09-11,4.7559,26.6,34.1,
A011,3,2020-09-11,5.2948,26.6,34.1,
A014,3,2020-09-11,3.8674,26.6,34.1,
A018,3,2020-09-11,3.573,26.6,34.1,
A021,3,2020-09-11,4.9643,26.6,34.1,
A036,3,2020-09-11,3.074,26.6,34.1,
A039,3,2020-09-11,6.1106,26.6,34.1,
A056,3,2020-09-11,4.4676,26.6,34.1,
A058,3,2020-09-11,8.0572,26.6,34.1,
A064,3,2020-09-11,4.7324,26.6,34.1,
A094,3,2020-09-11,6.6218,26.6,34.1,
A100,3,2020-09-11,4.025,26.6,34.1,
A106,3,2020-09-11,4.5607,26.6,34.1,
A119,3,2020-09-11,4.3516,26.5,34.1,
A125,3,2020-09-11,3.9315,26.6,34.1,
A130,3,2020-09-11,6.6117,26.6,34.1,
A151,3,2020-09-11,4.1478,26.6,34.1,
A162,3,2020-09-11,4.8626,26.6,34.1,
A167,3,2020-09-11,6.2282,26.6,34.1,
A175,3,2020-09-11,7.0874,26.6,34.1,
A190,3,2020-09-11,3.7526,26.6,34.1,
A195,3,2020-09-11,4.0411,26.6,34.1,
204,4,2020-09-11,4.9586,26.5,34.1,
216,4,2020-09-11,6.8835,26.5,34.1,
235,4,2020-09-11,7.0126,26.5,34.1,
261,4,2020-09-11,3.5086,26.5,34.1,
266,4,2020-09-11,5.2264,26.5,34.1,
272,4,2020-09-11,3.9374,26.5,34.1,
284,4,2020-09-11,7.5137,26.5,34.1,
285,4,2020-09-11,8.5736,26.5,34.1,
A002,4,2020-09-11,4.1663,26.5,34.1,
A008,4,2020-09-11,3.8979,26.5,34.1,
A027,4,2020-09-11,4.6965,26.5,34.1,
A034,4,2020-09-11,2.7439,26.5,34.1,
A037,4,2020-09-11,3.5454,26.5,34.1,
A040,4,2020-09-11,9.0038,26.5,34.1,
A045,4,2020-09-11,4.6022,26.5,34.1,
A046,4,2020-09-11,6.2019,26.5,34.1,
A068,4,2020-09-11,4.2731,26.5,34.1,
A071,4,2020-09-11,4.6788,26.5,34.1,
A076,4,2020-09-11,4.7075,26.5,34.1,
A089,4,2020-09-11,7.901,26.5,34.1,
A102,4,2020-09-11,5.5294,26.5,34.1,
A107,4,2020-09-11,4.3936,26.5,34.1,
A118,4,2020-09-11,3.7567,26.5,34.1,
A129,4,2020-09-11,7.4894,26.5,34.1,
A155,4,2020-09-11,4.5936,26.5,34.1,
A163,4,2020-09-11,5.798,26.5,34.1,
A172,4,2020-09-11,3.8707,26.5,34.1,
A176,4,2020-09-11,8.3576,26.5,34.1,
A179,4,2020-09-11,4.3097,26.5,34.1,
A198,4,2020-09-11,3.8319,26.5,34.1,
A199,4,2020-09-11,10.5055,26.5,34.1,water sample 2
227,5,2020-09-11,3.0108,27.9,34,
228,5,2020-09-11,7.0975,27.8,33.9,
250,5,2020-09-11,4.9621,27.9,33.9,
252,5,2020-09-11,4.8907,27.8,33.9,
256,5,2020-09-11,10.5363,27.8,33.9,
264,5,2020-09-11,10.6035,27.8,33.9,
268,5,2020-09-11,7.1822,27.8,33.9,
276,5,2020-09-11,7.2805,27.9,33.9,
A004,5,2020-09-11,4.2072,27.8,33.9,
A015,5,2020-09-11,3.4228,27.9,34,
A017,5,2020-09-11,3.5054,27.9,33.9,
A028,5,2020-09-11,3.3354,27.9,33.9,
A049,5,2020-09-11,6.3591,27.9,33.9,
A057,5,2020-09-11,6.163,27.9,33.9,
A062,5,2020-09-11,3.3928,27.9,33.9,
A066,5,2020-09-11,4.0342,27.8,33.9,
A086,5,2020-09-11,4.7935,27.9,34,
A087,5,2020-09-11,4.9685,27.8,33.9,
A091,5,2020-09-11,4.7898,27.9,33.9,
A095,5,2020-09-11,4.7088,27.9,33.9,
A109,5,2020-09-11,4.6568,27.9,33.9,
A115,5,2020-09-11,3.516,27.9,34,
A121,5,2020-09-11,6.7657,27.9,33.9,
A154,5,2020-09-11,4.5955,27.9,33.9,
A160,5,2020-09-11,4.4798,27.9,33.9,
A166,5,2020-09-11,6.4723,27.9,34,
A180,5,2020-09-11,4.2851,27.9,33.9,
A181,5,2020-09-11,4.5866,27.9,34,
A189,5,2020-09-11,3.4358,27.8,33.9,
A200,5,2020-09-11,6.6876,27.9,34,water sample 3
217,6,2020-09-11,5.8482,27.7,34,
221,6,2020-09-11,3.2577,27.7,34,
224,6,2020-09-11,7.4298,27.7,34,
241,6,2020-09-11,8.2926,27.7,34,
244,6,2020-09-11,4.4834,27.7,34,
251,6,2020-09-11,5.2807,27.7,34,
274,6,2020-09-11,9.3295,27.7,34,
277,6,2020-09-11,4.9999,27.7,34,
288,6,2020-09-11,7.6057,27.7,34,
A003,6,2020-09-11,4.0554,27.7,34,
A016,6,2020-09-11,3.8064,27.8,33.9,
A020,6,2020-09-11,3.1597,27.7,34,
A032,6,2020-09-11,7.0303,27.8,33.9,
A044,6,2020-09-11,6.0024,27.8,33.9,
A050,6,2020-09-11,3.6309,27.8,33.9,
A059,6,2020-09-11,7.1159,27.7,34,
A082,6,2020-09-11,5.3547,27.7,34,
A090,6,2020-09-11,4.1455,27.7,34,
A096,6,2020-09-11,3.6942,27.7,33.9,
A098,6,2020-09-11,5.3585,27.7,33.9,
A112,6,2020-09-11,3.8711,27.7,34,
A122,6,2020-09-11,4.9243,27.7,33.9,
A123,6,2020-09-11,4.2717,27.7,33.9,
A128,6,2020-09-11,4.697,27.7,34,
A132,6,2020-09-11,6.2463,27.7,34,
A173,6,2020-09-11,4.0859,27.7,34,
A174,6,2020-09-11,4.8953,27.7,34,
A177,6,2020-09-11,4.6335,27.7,34,
A178,6,2020-09-11,3.6186,27.7,34,
A194,6,2020-09-11,3.9101,27.8,33.9,
208,7,2020-09-11,5.2271,27.5,34,
218,7,2020-09-11,4.1548,27.5,34,
229,7,2020-09-11,8.1021,27.6,33.9,
230,7,2020-09-11,8.1436,27.5,34,
243,7,2020-09-11,5.456,27.6,34,
245,7,2020-09-11,4.1851,27.6,34,
279,7,2020-09-11,4.6568,27.5,34,
281,7,2020-09-11,8.0293,27.5,34,
283,7,2020-09-11,8.7485,27.5,34,
A005,7,2020-09-11,6.5258,27.5,33.9,
A012,7,2020-09-11,4.0494,27.6,33.9,
A030,7,2020-09-11,3.8509,27.6,33.9,
A031,7,2020-09-11,5.1827,27.5,34,
A033,7,2020-09-11,2.8784,27.5,33.9,
A047,7,2020-09-11,4.212,27.5,33.9,
A053,7,2020-09-11,7.9783,27.5,33.9,
A055,7,2020-09-11,5.9458,27.6,34,
A069,7,2020-09-11,4.2238,27.5,34,
A073,7,2020-09-11,6.0543,27.5,34,
A088,7,2020-09-11,4.5292,27.6,33.9,
A103,7,2020-09-11,3.8792,27.5,33.9,
A104,7,2020-09-11,5.1807,27.5,33.9,
A110,7,2020-09-11,4.0701,27.5,34,
A113,7,2020-09-11,6.1943,27.5,33.9,
A120,7,2020-09-11,4.3583,27.6,33.9,suspicious result -maybe incorrect last week
A164,7,2020-09-11,6.3009,27.5,33.9,
A169,7,2020-09-11,3.8955,27.6,34,
A170,7,2020-09-11,5.1698,27.5,33.9,
A182,7,2020-09-11,4.9373,27.6,34,
A186,7,2020-09-11,3.9349,27.6,33.9,
A191,7,2020-09-11,3.7189,27.5,33.9,
207,8,2020-09-11,4.9656,27.3,34,
209,8,2020-09-11,4.4307,27.3,34,
225,8,2020-09-11,9.443,27.3,34,
234,8,2020-09-11,6.5856,27.3,34,
242,8,2020-09-11,5.9478,27.3,34,
260,8,2020-09-11,3.2307,27.3,34,
263,8,2020-09-11,3.7198,27.3,34,
273,8,2020-09-11,8.3182,27.3,34,
275,8,2020-09-11,8.3088,27.3,34,
A006,8,2020-09-11,4.9898,27.4,34,
A013,8,2020-09-11,3.9423,27.3,34,
A023,8,2020-09-11,5.0839,27.4,34,
A025,8,2020-09-11,3.9267,27.4,34,
A035,8,2020-09-11,2.7824,27.3,34,
A042,8,2020-09-11,4.994,27.4,34,
A043,8,2020-09-11,4.6369,27.3,34,
A065,8,2020-09-11,4.4208,27.3,34,
A079,8,2020-09-11,4.2735,27.4,34,
A080,8,2020-09-11,6.8509,27.4,34,
A085,8,2020-09-11,5.2753,27.4,34,
A093,8,2020-09-11,7.0139,27.4,34,
A099,8,2020-09-11,3.9577,27.4,34,
A124,8,2020-09-11,4.1898,27.4,34,
A133,8,2020-09-11,5.8018,27.3,34,
A156,8,2020-09-11,6.225,27.3,34,
A168,8,2020-09-11,5.4142,27.4,34,
A171,8,2020-09-11,3.6981,27.4,34,
A187,8,2020-09-11,8.0911,27.4,34,
A193,8,2020-09-11,3.8165,27.4,34,
A197,8,2020-09-11,3.8067,27.4,34,
A070,3,2020-09-11,3.7744,26.6,34.1,new to the experiment
A092,3,2020-09-11,3.7894,26.6,34.1,new to the experiment
A153,4,2020-09-11,3.3093,26.5,34.1,new to the experiment
A145,6,2020-09-11,3.6364,27.7,34,new to the experiment
358,5,2020-09-11,2.5147,27.8,33.9,
410,6,2020-09-11,2.5716,27.6,33.9,new to the experiment
469,8,2020-09-11,3.9092,27.3,34,new to the experiment
208,1,2020-09-18,5.2845,27.9,32.5,water sample 1
218,1,2020-09-18,4.1887,27.9,32.5,
229,1,2020-09-18,8.1674,27.9,32.5,
230,1,2020-09-18,8.1978,27.9,32.5,
243,1,2020-09-18,5.5284,27.9,32.5,
245,1,2020-09-18,4.2315,27.9,32.5,
279,1,2020-09-18,4.7114,27.9,32.5,
281,1,2020-09-18,8.0933,27.9,32.5,
283,1,2020-09-18,8.8233,27.9,32.5,
A005,1,2020-09-18,6.6078,27.9,32.5,
A012,1,2020-09-18,4.0862,27.9,32.5,
A030,1,2020-09-18,3.8983,27.9,32.5,
A031,1,2020-09-18,5.2256,27.9,32.5,
A033,1,2020-09-18,2.9118,27.9,32.5,
A047,1,2020-09-18,4.2559,27.9,32.5,
A053,1,2020-09-18,8.0409,27.9,32.5,
A055,1,2020-09-18,5.9978,27.9,32.5,
A069,1,2020-09-18,4.2753,27.9,32.5,
A073,1,2020-09-18,6.1129,27.9,32.5,
A088,1,2020-09-18,4.5898,27.9,32.5,
A103,1,2020-09-18,3.9183,27.9,32.5,
A104,1,2020-09-18,5.2476,27.9,32.5,
A110,1,2020-09-18,4.1113,27.9,32.5,
A113,1,2020-09-18,6.2834,27.9,32.5,
A120,1,2020-09-18,4.4083,27.9,32.5,
A164,1,2020-09-18,6.3604,27.9,32.5,
A169,1,2020-09-18,NA,NA,NA,tissue loss
A170,1,2020-09-18,5.2173,27.9,32.5,
A182,1,2020-09-18,4.9795,27.9,32.5,
A186,1,2020-09-18,3.9752,27.9,32.5,
A191,1,2020-09-18,3.7478,27.9,32.5,
207,2,2020-09-18,5.0346,27.8,32.5,
209,2,2020-09-18,4.4878,27.8,32.5,
225,2,2020-09-18,9.5392,27.8,32.5,
234,2,2020-09-18,6.6669,27.7,32.5,
242,2,2020-09-18,6.0133,27.7,32.5,
260,2,2020-09-18,3.2697,27.7,32.5,
263,2,2020-09-18,3.77,27.7,32.5,
273,2,2020-09-18,8.4075,27.7,32.5,
275,2,2020-09-18,8.3881,27.7,32.5,
A006,2,2020-09-18,4.2502,27.9,32.5,
A013,2,2020-09-18,3.9828,27.9,32.5,
A023,2,2020-09-18,5.1438,27.9,32.5,
A025,2,2020-09-18,3.9707,27.9,32.5,
A035,2,2020-09-18,2.8149,27.9,32.5,
A042,2,2020-09-18,5.0598,27.8,32.5,
A043,2,2020-09-18,4.7122,27.8,32.5,
A065,2,2020-09-18,4.4969,27.8,32.5,
A079,2,2020-09-18,4.33,27.8,32.5,
A080,2,2020-09-18,6.974,27.8,32.5,
A085,2,2020-09-18,5.3599,27.8,32.5,
A093,2,2020-09-18,7.0735,27.8,32.5,
A099,2,2020-09-18,3.9989,27.8,32.5,
A124,2,2020-09-18,4.2313,27.8,32.5,
A133,2,2020-09-18,5.8783,27.8,32.5,
A156,2,2020-09-18,6.2831,27.8,32.5,
A168,2,2020-09-18,5.4701,27.8,32.5,
A171,2,2020-09-18,3.7579,27.8,32.5,
A187,2,2020-09-18,8.1508,27.8,32.5,
A193,2,2020-09-18,3.8561,27.8,32.5,
A197,2,2020-09-18,3.8519,27.8,32.5,
469,2,2020-09-18,3.9726,27.8,32.5,
201,3,2020-09-18,7.9346,27.4,32.6,
202,3,2020-09-18,6.4763,27.4,32.6,
215,3,2020-09-18,4.3504,27.3,32.6,
232,3,2020-09-18,7.9319,27.4,32.6,
254,3,2020-09-18,5.3172,27.4,32.6,
258,3,2020-09-18,4.6029,27.3,32.6,
265,3,2020-09-18,9.0237,27.4,32.6,
269,3,2020-09-18,7.7911,27.3,32.6,
293,3,2020-09-18,4.8195,27.3,32.6,
A011,3,2020-09-18,5.392,27.2,32.7,
A014,3,2020-09-18,3.9163,27.2,32.7,
A018,3,2020-09-18,3.6238,27.2,32.7,
A021,3,2020-09-18,5.0299,27.2,32.7,
A036,3,2020-09-18,3.116,27.2,32.7,
A039,3,2020-09-18,6.1665,27.3,32.6,
A056,3,2020-09-18,4.5346,27.3,32.6,
A058,3,2020-09-18,8.1362,27.3,32.6,
A064,3,2020-09-18,4.7928,27.3,32.6,
