Time,Untitled 16,Untitled 17,Untitled 18,Flow,Set to (mL/min),Time0
02/15/20 01:35 AM,-0.041294,0,504.280657,180,300,58:35:00
02/15/20 01:40 AM,-0.041373,0.401811,502.140775,180,300,58:39:57
02/15/20 01:45 AM,-0.041163,0,500.736862,180,300,58:44:55
02/15/20 01:50 AM,-0.041527,0,496.704608,180,300,58:49:59
02/15/20 01:55 AM,-0.04014,0,490.139081,180,300,58:54:54
02/15/20 02:00 AM,-0.041373,2.154435,504.339665,180,300,58:59:57
02/15/20 02:05 AM,2.526777,1.118178,503.839731,180,300,59:05:00
02/15/20 02:10 AM,-0.002965,0,497.217655,180,300,59:09:56
02/15/20 02:15 AM,-0.036229,0,490.643933,180,300,59:14:57
02/15/20 02:20 AM,-0.041314,0,501.515448,180,300,59:20:00
02/15/20 02:25 AM,-0.04133,0,502.112091,180,300,59:24:56
02/15/20 02:30 AM,-0.041386,0.058646,498.778105,180,300,59:29:57
02/15/20 02:35 AM,-0.041317,0,501.489222,180,300,59:34:57
02/15/20 02:40 AM,-0.041373,0,504.519969,180,300,59:39:56
02/15/20 02:45 AM,-0.041297,0,500.804886,180,300,59:44:55
02/15/20 02:50 AM,-0.041445,0.754292,503.269315,180,300,59:49:59
02/15/20 02:55 AM,-0.041481,0.425155,502.763644,180,300,59:54:56
02/15/20 03:00 AM,-0.040225,3.362868,498.670742,180,300,59:59:59
02/15/20 03:05 AM,2.071847,2.742622,500.958964,180,300,60:04:56
02/15/20 03:10 AM,0.664491,1.198891,502.825931,180,300,60:09:59
02/15/20 03:15 AM,-0.039635,0,501.199097,180,300,60:14:59
02/15/20 03:20 AM,-0.041432,0,502.091602,180,300,60:19:59
02/15/20 03:25 AM,-0.041183,0,501.846552,180,300,60:25:00
02/15/20 03:30 AM,-0.041304,0.326875,509.038225,180,300,60:29:58
02/15/20 03:35 AM,-0.041556,0,502.279282,180,300,60:34:55
02/15/20 03:40 AM,-0.041251,0.010852,504.36835,180,300,60:39:57
02/15/20 03:45 AM,-0.041432,0,499.842718,198,300,60:45:00
02/15/20 03:50 AM,-0.041517,0.036422,503.367663,180,300,60:49:57
02/15/20 03:55 AM,-0.041402,0,500.441,180,300,60:54:59
02/15/20 04:00 AM,-0.041314,3.147095,502.107173,180,300,60:59:59
02/15/20 04:05 AM,2.934992,2.307534,502.311245,180,300,61:04:55
02/15/20 04:10 AM,0.061555,1.247674,499.655038,180,300,61:09:59
02/15/20 04:15 AM,-0.039193,0,501.369566,180,300,61:14:58
02/15/20 04:20 AM,-0.041494,0,499.706671,180,300,61:20:00
02/15/20 04:25 AM,-0.041543,0.94673,502.968535,180,300,61:24:56
02/15/20 04:30 AM,-0.041347,0,504.148707,180,300,61:29:55
02/15/20 04:35 AM,-0.041402,0.274687,497.547939,180,300,61:34:57
02/15/20 04:40 AM,-0.041474,0.625461,499.467358,180,300,61:40:00
02/15/20 04:45 AM,-0.041638,0.335991,502.107173,180,300,61:44:56
02/15/20 04:50 AM,0.967868,0,502.825931,180,300,61:49:58
02/15/20 04:55 AM,1.463691,2.016425,500.2902,180,300,61:54:55
02/15/20 05:00 AM,0.96378,1.056683,503.129989,180,300,61:59:58
02/15/20 05:05 AM,0.941976,0.397426,496.382519,198,300,62:04:57
02/15/20 05:10 AM,-0.008226,0.544948,500.812262,180,300,62:10:01
02/15/20 05:15 AM,-0.041281,0.592155,504.95106,198,300,62:14:55
02/15/20 05:20 AM,-0.041222,0.053537,501.166314,198,300,62:20:00
02/15/20 05:25 AM,-0.015747,0.752789,504.015118,180,300,62:24:55
02/15/20 05:30 AM,-0.038386,0.691814,500.768825,180,300,62:29:59
02/15/20 05:35 AM,-0.021838,0.933421,491.933107,180,300,62:35:00
02/15/20 05:40 AM,-0.040884,0.290555,497.806102,180,300,62:39:59
02/15/20 05:45 AM,-0.040317,0.645262,502.785772,198,300,62:44:56
02/15/20 05:50 AM,0.986308,0.993085,499.835342,180,300,62:50:00
02/15/20 05:55 AM,-0.036859,0.040752,504.163459,180,300,62:54:58
02/15/20 06:00 AM,-0.035862,1.092155,502.975092,180,300,62:59:56
02/15/20 06:05 AM,1.849033,1.972038,505.078093,180,300,63:04:56
02/15/20 06:10 AM,1.676771,1.111496,505.324781,198,300,63:09:55
02/15/20 06:15 AM,-0.039842,0.44011,512.887717,180,300,63:14:55
02/15/20 06:20 AM,0.914957,0.818092,504.769936,180,300,63:20:00
02/15/20 06:25 AM,-0.031928,0.144083,506.468073,180,300,63:24:59
02/15/20 06:30 AM,-0.041517,0,500.442639,180,300,63:29:57
02/15/20 06:35 AM,-0.04152,0.25915,500.260696,180,300,63:34:55
02/15/20 06:40 AM,0.806525,0.391591,504.740432,180,300,63:40:00
02/15/20 06:45 AM,-0.04176,0.156213,502.520234,198,300,63:44:58
02/15/20 06:50 AM,1.056574,1.122642,505.905852,180,300,63:49:56
02/15/20 06:55 AM,-0.040468,0.443716,502.126843,198,300,63:54:58
02/15/20 07:00 AM,-0.041563,0,505.489514,180,300,63:59:57
02/15/20 07:05 AM,-0.041189,0,498.99447,180,300,64:04:59
02/15/20 07:10 AM,-0.041494,0,502.885759,180,300,64:09:59
02/15/20 07:15 AM,-0.041635,0.250233,504.471615,180,300,64:14:59
02/15/20 07:20 AM,-0.041232,0,502.349764,180,300,64:19:57
02/15/20 07:25 AM,-0.041442,0.092548,505.013347,180,300,64:25:00
02/15/20 07:30 AM,-0.041343,0.160408,508.049831,180,300,64:29:57
02/15/20 07:35 AM,0.706066,1.616937,503.3734,180,300,64:34:55
02/15/20 07:40 AM,-0.041137,0.939322,504.799441,180,300,64:39:55
02/15/20 07:45 AM,0.045068,0.500691,498.414218,198,300,64:44:58
02/15/20 07:50 AM,-0.041274,1.225514,503.475026,180,300,64:49:57
02/15/20 07:55 AM,-0.041471,0,503.721714,180,300,64:54:56
02/15/20 08:00 AM,-0.041592,0,501.532659,180,300,64:59:55
02/15/20 08:05 AM,-0.041415,0,496.994734,180,300,65:04:59
02/15/20 08:10 AM,-0.041491,0,499.489486,180,300,65:09:56
02/15/20 08:15 AM,-0.041225,0.186175,504.599467,180,300,65:14:54
02/15/20 08:20 AM,-0.04135,0,502.485812,198,300,65:19:58
02/15/20 08:25 AM,-0.041586,0,499.78371,180,300,65:25:00
02/15/20 08:30 AM,-0.041402,0.077664,501.423657,180,300,65:29:55
02/15/20 08:35 AM,-0.041458,0,502.984926,180,300,65:34:55
02/15/20 08:40 AM,-0.041232,0,498.491257,180,300,65:40:00
02/15/20 08:45 AM,-0.041461,0,502.963618,180,300,65:44:58
02/15/20 08:50 AM,-0.041465,0,501.642481,180,300,65:49:56
02/15/20 08:55 AM,-0.041488,0.979185,500.565574,180,300,65:54:56
02/15/20 09:00 AM,-0.041438,0,502.480894,180,300,65:59:59
02/15/20 09:05 AM,-0.039993,0,502.619401,198,300,66:04:56
02/15/20 09:10 AM,-0.041255,0,502.246499,180,300,66:09:57
02/15/20 09:15 AM,-0.041294,0,503.417656,180,300,66:14:55
02/15/20 09:20 AM,-0.041386,0,502.525151,198,300,66:20:00
02/15/20 09:25 AM,-0.041324,0,504.477352,180,300,66:24:59
02/15/20 09:30 AM,-0.041248,0,501.435131,180,300,66:30:00
02/15/20 09:35 AM,-0.041422,0,500.642613,180,300,66:34:59
02/15/20 09:40 AM,-0.041124,0,503.991351,180,300,66:39:58
02/15/20 09:45 AM,-0.041222,0,499.528006,198,300,66:44:56
02/15/20 09:50 AM,-0.041435,0,503.045574,180,300,66:50:01
02/15/20 09:55 AM,-0.041251,0,502.885759,198,300,66:54:59
02/15/20 10:00 AM,-0.041245,0,500.969619,180,300,66:59:57
02/15/20 10:05 AM,-0.040894,0,3983.767941,180,300,67:04:59
02/15/20 10:10 AM,-0.04152,0,503.404543,180,300,67:09:56
02/15/20 10:15 AM,-0.041212,0,503.806129,180,300,67:14:59
02/15/20 10:20 AM,-0.041114,0,503.906936,180,300,67:19:55
02/15/20 10:25 AM,-0.039599,0,490.211203,180,300,67:24:59
02/15/20 10:30 AM,-0.041317,0,502.655462,180,300,67:29:59
02/15/20 10:35 AM,-0.041215,0,500.678673,180,300,67:34:57
02/15/20 10:40 AM,-0.041274,0,502.791509,180,300,67:39:55
02/15/20 10:45 AM,-0.04133,0,501.594126,180,300,67:44:59
02/15/20 10:50 AM,-0.041307,0,504.080683,180,300,67:49:55
02/15/20 10:55 AM,-0.041376,0,506.764755,198,300,67:54:54
02/15/20 11:00 AM,-0.041327,0,501.994074,180,300,67:59:59
02/15/20 11:05 AM,-0.040058,0,3975.657536,180,300,68:04:55
02/15/20 11:10 AM,-0.04151,0,511.276454,180,300,68:10:00
02/15/20 11:15 AM,-0.04131,0,503.249645,180,300,68:14:58
02/15/20 11:20 AM,-0.041376,0,503.698766,180,300,68:19:56
02/15/20 11:25 AM,-0.04154,0,505.115792,162,300,68:25:00
02/15/20 11:30 AM,-0.041451,0,505.996004,180,300,68:29:58
02/15/20 11:35 AM,-0.041225,0,508.4088,180,300,68:35:01
02/15/20 11:40 AM,-0.041488,1.078771,500.280365,180,300,68:39:59
02/15/20 11:45 AM,-0.040717,0,486.782148,198,300,68:44:56
02/15/20 11:50 AM,-0.039648,0.50442,502.82839,180,300,68:49:55
02/15/20 11:55 AM,-0.041612,0.691937,501.538396,180,300,68:54:58
02/15/20 12:00 PM,-0.041291,0,500.357404,180,300,68:59:56
02/15/20 12:05 PM,-0.041642,0,505.994365,180,300,69:04:58
02/15/20 12:10 PM,-0.041527,0,505.238727,180,300,69:10:00
02/15/20 12:15 PM,-0.04137,0,502.212078,180,300,69:15:01
02/15/20 12:20 PM,-0.038934,0,505.10186,180,300,69:19:59
02/15/20 12:25 PM,-0.040996,0,536.492797,180,300,69:24:57
02/15/20 12:30 PM,-0.041458,0,502.95952,180,300,69:30:01
02/15/20 12:35 PM,-0.041465,0,501.952276,180,300,69:34:59
02/15/20 12:40 PM,-0.041363,0,502.292395,180,300,69:40:00
02/15/20 12:45 PM,-0.041533,0.476159,507.892475,180,300,69:44:57
02/15/20 12:50 PM,-0.04153,0,505.060062,180,300,69:49:59
02/15/20 12:55 PM,-0.040852,0,507.456467,180,300,69:54:56
02/15/20 01:00 PM,-0.041488,0,503.311113,198,300,69:59:55
02/15/20 01:05 PM,-0.041048,0,3982.162415,180,300,70:04:57
02/15/20 01:10 PM,-0.041379,0,501.17287,180,300,70:10:00
02/15/20 01:15 PM,-0.041569,0,501.461357,180,300,70:14:57
02/15/20 01:20 PM,-0.041271,0,504.018396,198,300,70:19:55
02/15/20 01:25 PM,-0.041419,0,500.216439,180,300,70:24:56
02/15/20 01:30 PM,-0.041612,0,503.56026,180,300,70:29:56
02/15/20 01:35 PM,-0.041422,0,502.938211,198,300,70:35:00
02/15/20 01:40 PM,-0.041117,0,500.896677,180,300,70:39:59
02/15/20 01:45 PM,-0.041445,0,503.163591,180,300,70:44:56
02/15/20 01:50 PM,-0.041471,0,503.361926,180,300,70:49:58
02/15/20 01:55 PM,-0.040668,0,504.2364,180,300,70:54:56
02/15/20 02:00 PM,-0.041442,0,499.469817,180,300,70:59:58
02/15/20 02:05 PM,-0.041297,0,3981.208443,162,300,71:04:56
02/15/20 02:10 PM,-0.041468,0,493.899241,162,300,71:09:55
02/15/20 02:15 PM,-0.04173,0,504.678965,144,300,71:14:59
02/15/20 02:20 PM,-0.040933,0,507.867069,144,300,71:19:55
02/15/20 02:25 PM,-0.041461,0,506.618053,162,300,71:24:58
02/15/20 02:30 PM,-0.041468,0,500.808165,162,300,71:29:54
02/15/20 02:35 PM,-0.041101,0,500.210702,162,300,71:34:59
02/15/20 02:40 PM,-0.039737,0,501.208112,144,300,71:39:56
02/15/20 02:45 PM,-0.041556,0,501.632646,144,300,71:44:59
02/15/20 02:50 PM,-0.041356,0,496.441528,162,300,71:49:59
02/15/20 02:55 PM,-0.041474,0,502.870187,162,300,71:54:58
02/15/20 03:00 PM,-0.040393,0,503.761873,144,300,71:59:55
02/15/20 03:05 PM,-0.040963,0,495.024502,144,300,72:04:56
02/15/20 03:10 PM,-0.041386,0,504.705191,144,300,72:09:59
02/15/20 03:15 PM,-0.041579,0,501.836717,144,300,72:14:55
02/15/20 03:20 PM,-0.04136,0,500.257418,144,300,72:19:59
02/15/20 03:25 PM,-0.041304,0,500.341833,144,300,72:24:55
02/15/20 03:30 PM,-0.041468,0,501.369566,162,300,72:29:58
02/15/20 03:35 PM,-0.041379,0,501.149923,162,300,72:34:56
02/15/20 03:40 PM,-0.041504,0.451368,502.497286,144,300,72:39:57
02/15/20 03:45 PM,-0.04136,0.163209,499.564067,162,300,72:45:00
02/15/20 03:50 PM,-0.040248,0.314664,503.656149,162,300,72:50:00
02/15/20 03:55 PM,-0.041353,0.061583,497.807741,162,300,72:54:57
02/15/20 04:00 PM,-0.041251,0,498.671561,162,300,73:00:01
02/15/20 04:05 PM,-0.041458,0,503.949553,162,300,73:04:58
02/15/20 04:10 PM,-0.041563,0,503.138185,144,300,73:09:55
02/15/20 04:15 PM,-0.04134,0,503.019348,144,300,73:14:57
02/15/20 04:20 PM,-0.041363,0,516.382338,144,300,73:19:55
02/15/20 04:25 PM,-0.041432,0,502.501384,144,300,73:24:58
02/15/20 04:30 PM,-0.040835,0,504.36835,144,300,73:29:55
02/15/20 04:35 PM,-0.041019,0,501.423657,162,300,73:34:59
02/15/20 04:40 PM,-0.041317,0,497.961819,162,300,73:39:55
02/15/20 04:45 PM,-0.041514,0,505.755052,162,300,73:44:58
02/15/20 04:50 PM,-0.041563,0,496.677562,162,300,73:49:58
02/15/20 04:55 PM,-0.041481,1.142815,505.183816,162,300,73:54:58
02/15/20 05:00 PM,-0.03938,0,502.140775,144,300,73:59:55
02/15/20 05:05 PM,-0.041583,0,504.341305,162,300,74:04:58
02/15/20 05:10 PM,-0.041307,0,498.928085,162,300,74:10:00
02/15/20 05:15 PM,-0.03958,0.377211,500.499189,162,300,74:14:57
02/15/20 05:20 PM,-0.041392,0.199529,510.418371,162,300,74:19:56
02/15/20 05:25 PM,-0.041094,0,504.071668,162,300,74:24:58
02/15/20 05:30 PM,-0.039389,0.385079,501.350716,162,300,74:29:56
02/15/20 05:35 PM,-0.041274,0,510.45771,162,300,74:34:57
02/15/20 05:40 PM,-0.041422,0.123146,504.851073,162,300,74:39:59
02/15/20 05:45 PM,-0.041288,0,501.063049,144,300,74:44:58
02/15/20 05:50 PM,1.103011,0.141176,502.380088,162,300,74:49:58
02/15/20 05:55 PM,-0.041343,0.437203,502.473518,162,300,74:54:56
02/15/20 06:00 PM,0.650641,0,500.313148,162,300,74:59:59
02/15/20 06:05 PM,-0.040838,0,504.150346,144,300,75:04:59
02/15/20 06:10 PM,-0.041524,1.257356,508.84153,144,300,75:09:57
02/15/20 06:15 PM,-0.041199,0.539418,502.756268,144,300,75:14:56
02/15/20 06:20 PM,-0.041333,1.24621,501.217946,144,300,75:19:57
02/15/20 06:25 PM,-0.041202,0.374194,508.422733,162,300,75:24:55
02/15/20 06:30 PM,-0.041035,0,510.393784,162,300,75:30:00
02/15/20 06:35 PM,-0.041865,0.607278,502.031773,162,300,75:34:56
02/15/20 06:40 PM,-0.037813,1.344886,504.666671,162,300,75:39:56
02/15/20 06:45 PM,-0.039796,0,505.879626,144,300,75:44:59
02/15/20 06:50 PM,-0.040999,0.54368,504.000366,144,300,75:49:56
02/15/20 06:55 PM,-0.041281,1.241949,501.360551,162,300,75:54:58
02/15/20 07:00 PM,-0.041497,0.315579,504.489646,162,300,75:59:57
02/15/20 07:05 PM,0.004611,1.40101,506.344319,162,300,76:04:55
02/15/20 07:10 PM,-0.029191,0.43163,504.070848,144,300,76:09:56
02/15/20 07:15 PM,-0.040445,0.840756,504.630611,162,300,76:15:00
02/15/20 07:20 PM,-0.041429,0.086757,499.371469,162,300,76:19:57
02/15/20 07:25 PM,-0.041288,0,505.376414,144,300,76:25:01
02/15/20 07:30 PM,-0.041671,1.033517,508.186698,144,300,76:29:58
02/15/20 07:35 PM,-0.041655,0.432613,506.501675,144,300,76:34:58
02/15/20 07:40 PM,-0.041068,0,497.836426,162,300,76:39:56
02/15/20 07:45 PM,-0.040924,0,506.104187,144,300,76:44:55
02/15/20 07:50 PM,-0.040386,0,506.02223,162,300,76:49:58
02/15/20 07:55 PM,-0.041337,0.180188,506.062389,144,300,76:54:56
02/15/20 08:00 PM,-0.041504,1.420811,509.935648,144,300,76:59:56
02/15/20 08:05 PM,1.74703,0.185893,499.83862,144,300,77:05:00
02/15/20 08:10 PM,-0.038393,0.100986,502.022758,162,300,77:09:58
02/15/20 08:15 PM,-0.041153,0.215725,502.235025,144,300,77:14:57
02/15/20 08:20 PM,-0.041196,0.296042,498.690411,162,300,77:19:56
02/15/20 08:25 PM,-0.040209,0,505.100221,144,300,77:24:57
02/15/20 08:30 PM,-0.041074,0,500.649169,144,300,77:29:56
02/15/20 08:35 PM,-0.040829,0.318662,501.289249,162,300,77:34:59
02/15/20 08:40 PM,-0.041124,0.473723,501.692474,144,300,77:39:56
02/15/20 08:45 PM,-0.041304,0,502.524331,162,300,77:44:58
02/15/20 08:50 PM,-0.041238,0,502.108812,162,300,77:49:56
02/15/20 08:55 PM,-0.041091,0.058368,493.222281,162,300,77:54:59
02/15/20 09:00 PM,-0.040986,2.309155,503.643856,144,300,77:59:56
02/15/20 09:05 PM,1.998925,1.569908,508.229316,162,300,78:04:59
02/15/20 09:10 PM,0.021311,0,503.775805,144,300,78:09:57
02/15/20 09:15 PM,-0.041235,0,509.752066,144,300,78:15:00
02/15/20 09:20 PM,-0.041281,0,522.239761,162,300,78:19:58
02/15/20 09:25 PM,-0.040278,0,501.45562,162,300,78:24:56
02/15/20 09:30 PM,-0.041419,0.344169,502.268627,162,300,78:29:56
02/15/20 09:35 PM,-0.041425,0,501.17369,162,300,78:34:59
02/15/20 09:40 PM,-0.041478,0,503.88071,162,300,78:39:55
02/15/20 09:45 PM,-0.041343,0,507.686764,162,300,78:45:00
02/15/20 09:50 PM,-0.041229,0.572663,503.46601,144,300,78:49:57
02/15/20 09:55 PM,-0.041222,0.268769,499.082163,162,300,78:55:00
02/15/20 10:00 PM,-0.039298,3.158881,500.713095,162,300,78:59:59
02/15/20 10:05 PM,0.952208,0.948353,502.439097,162,300,79:04:56
02/15/20 10:10 PM,-0.03775,0.522508,510.388047,144,300,79:09:58
02/15/20 10:15 PM,-0.036809,0.239922,502.908707,144,300,79:14:55
02/15/20 10:20 PM,-0.040999,0,499.336228,162,300,79:19:58
02/15/20 10:25 PM,-0.04137,0,498.754337,162,300,79:24:56
02/15/20 10:30 PM,-0.040186,0.453665,503.118515,144,300,79:29:58
02/15/20 10:35 PM,-0.04133,0,511.269898,162,300,79:34:58
02/15/20 10:40 PM,-0.041422,0.768377,502.777577,144,300,79:40:00
02/15/20 10:45 PM,-0.04132,0,500.719652,162,300,79:44:58
02/15/20 10:50 PM,-0.041186,0,505.969778,162,300,79:49:55
02/15/20 10:55 PM,-0.04136,0.125839,498.814985,144,300,79:55:00
02/15/20 11:00 PM,-0.041061,3.6619,505.43952,144,300,79:59:56
02/15/20 11:05 PM,3.68464,2.679079,507.502363,162,300,80:05:00
02/15/20 11:10 PM,0.047445,0.245302,502.914444,144,300,80:09:59
02/15/20 11:15 PM,-0.041583,0,501.921132,144,300,80:14:58
02/15/20 11:20 PM,-0.037554,0.592141,488.449141,162,300,80:19:55
02/15/20 11:25 PM,-0.041537,0,503.942177,144,300,80:24:59
02/15/20 11:30 PM,-0.041038,0,506.799996,144,300,80:30:00
02/15/20 11:35 PM,-0.041501,0,502.571866,144,300,80:34:59
02/15/20 11:40 PM,-0.041363,0.261693,498.630583,144,300,80:39:56
02/15/20 11:45 PM,-0.04134,0.233828,503.82334,144,300,80:44:59
02/15/20 11:50 PM,-0.04156,0,500.61065,144,300,80:49:59
02/15/20 11:55 PM,-0.041261,0.22891,503.50371,162,300,80:54:59
02/16/20 12:00 AM,-0.041606,2.963044,498.877272,144,300,80:59:57
02/16/20 12:05 AM,1.625705,2.196916,501.198277,144,300,81:05:01
02/16/20 12:10 AM,0.478945,1.845159,500.540987,162,300,81:09:59
02/16/20 12:15 AM,-0.036895,0,504.716665,162,300,81:14:56
02/16/20 12:20 AM,-0.041648,0,503.14802,144,300,81:19:59
02/16/20 12:25 AM,-0.040815,0,500.737682,144,300,81:24:57
02/16/20 12:30 AM,-0.041343,0,497.129142,144,300,81:29:59
02/16/20 12:35 AM,-0.041317,0.209637,502.297312,162,300,81:34:58
02/16/20 12:40 AM,-0.041435,1.170494,509.558648,162,300,81:39:56
02/16/20 12:45 AM,-0.041422,0,501.671985,144,300,81:45:00
02/16/20 12:50 AM,-0.041186,0,501.51217,162,300,81:49:57
02/16/20 12:55 AM,-0.041291,0,510.352806,144,300,81:54:55
02/16/20 01:00 AM,-0.041419,2.834277,504.270822,144,300,81:59:58
02/16/20 01:05 AM,2.327223,3.228651,507.672832,162,300,82:04:57
02/16/20 01:10 AM,-0.033721,0.537859,504.579798,144,300,82:09:56
02/16/20 01:15 AM,-0.03816,0.042186,494.929433,162,300,82:14:59
02/16/20 01:20 AM,-0.037082,0,505.876348,162,300,82:19:56
02/16/20 01:25 AM,-0.041242,0,504.905165,162,300,82:24:56
02/16/20 01:30 AM,-0.040055,0.170366,486.147805,144,300,82:29:59
02/16/20 01:35 AM,-0.041163,0,510.666699,162,300,82:34:59
02/16/20 01:40 AM,-0.041314,0,505.346909,144,300,82:39:55
02/16/20 01:45 AM,-0.04136,0,490.302175,162,300,82:44:58
02/16/20 01:50 AM,-0.041133,0,497.031614,144,300,82:50:00
02/16/20 01:55 AM,-0.041215,0.090705,502.335012,162,300,82:54:58
02/16/20 02:00 AM,-0.040452,3.186757,500.42215,162,300,82:59:57
02/16/20 02:05 AM,3.723628,2.701248,508.480102,144,300,83:04:56
02/16/20 02:10 AM,0.007211,0.297959,503.641397,144,300,83:10:00
02/16/20 02:15 AM,-0.041088,0,502.158806,162,300,83:14:58
02/16/20 02:20 AM,-0.039878,0,505.644411,144,300,83:19:59
02/16/20 02:25 AM,-0.041415,0,509.031669,144,300,83:24:56
02/16/20 02:30 AM,-0.041291,0.333364,504.628971,144,300,83:29:58
02/16/20 02:35 AM,-0.041396,0.098968,503.058687,162,300,83:34:56
02/16/20 02:40 AM,-0.040688,0,502.352223,162,300,83:39:58
02/16/20 02:45 AM,-0.041465,0.009144,504.736334,144,300,83:44:57
02/16/20 02:50 AM,-0.041438,0.262881,501.517907,162,300,83:50:00
02/16/20 02:55 AM,0.701155,1.010651,497.879863,144,300,83:54:59
02/16/20 03:00 AM,-0.041579,3.0852,503.771708,144,300,84:00:00
02/16/20 03:05 AM,3.010995,2.987836,504.80108,144,300,84:04:56
02/16/20 03:10 AM,1.106407,0.341955,505.89028,144,300,84:09:57
02/16/20 03:15 AM,-0.029112,0,503.765971,144,300,84:14:55
02/16/20 03:20 AM,-0.04137,0.012491,501.375303,144,300,84:19:56
02/16/20 03:25 AM,-0.039448,0.537339,489.46458,144,300,84:24:54
02/16/20 03:30 AM,-0.038498,0,504.63225,144,300,84:30:00
02/16/20 03:35 AM,-0.041465,0,504.843697,144,300,84:34:57
02/16/20 03:40 AM,-0.041209,0.631098,500.407398,162,300,84:39:57
02/16/20 03:45 AM,-0.041419,1.01072,500.324622,144,300,84:44:58
02/16/20 03:50 AM,-0.011082,0.389162,502.28256,144,300,84:49:57
02/16/20 03:55 AM,-0.032407,0.158373,505.25266,162,300,84:54:55
02/16/20 04:00 AM,-0.041383,2.381295,501.026988,144,300,85:00:00
02/16/20 04:05 AM,2.015657,0.673979,502.368614,144,300,85:04:58
02/16/20 04:10 AM,0.042521,0.983118,499.282956,144,300,85:09:55
02/16/20 04:15 AM,-0.033633,0.692337,504.113466,162,300,85:15:00
02/16/20 04:20 AM,-0.040711,0,505.386249,162,300,85:19:57
02/16/20 04:25 AM,-0.041379,0.344514,504.332289,162,300,85:24:56
02/16/20 04:30 AM,-0.041304,0,504.421622,144,300,85:29:59
02/16/20 04:35 AM,-0.041429,0.650376,500.094324,162,300,85:34:56
02/16/20 04:40 AM,-0.041363,0.974267,504.551932,144,300,85:40:00
02/16/20 04:45 AM,0.601414,0,503.912673,144,300,85:44:56
02/16/20 04:50 AM,0.643743,0.275343,497.561872,144,300,85:49:59
02/16/20 04:55 AM,-0.041507,0.556617,503.496334,144,300,85:54:57
02/16/20 05:00 AM,-0.040619,1.011443,503.940538,162,300,85:59:56
02/16/20 05:05 AM,0.800257,1.001609,501.81213,162,300,86:05:01
02/16/20 05:10 AM,0.682584,0.087631,501.69985,162,300,86:09:58
02/16/20 05:15 AM,-0.033128,0,501.852289,144,300,86:14:56
02/16/20 05:20 AM,-0.041497,0.272197,501.653135,144,300,86:19:56
02/16/20 05:25 AM,-0.041071,0.626904,506.018132,162,300,86:24:58
02/16/20 05:30 AM,-0.041235,0.283671,496.591508,144,300,86:30:00
02/16/20 05:35 AM,0.498694,0,500.772104,162,300,86:34:58
02/16/20 05:40 AM,0.940737,0.260723,495.926842,162,300,86:39:56
02/16/20 05:45 AM,0.64931,0.124675,499.65176,162,300,86:44:54
02/16/20 05:50 AM,-0.040894,0,505.36494,144,300,86:49:57
02/16/20 05:55 AM,-0.041278,0.638706,505.667359,162,300,86:54:55
02/16/20 06:00 AM,-0.041294,0.866938,504.290492,144,300,86:59:59
02/16/20 06:05 AM,1.107138,1.089532,503.565178,162,300,87:04:58
02/16/20 06:10 AM,-0.029066,0,500.462309,144,300,87:09:57
02/16/20 06:15 AM,-0.041163,0.538785,510.560975,144,300,87:14:56
02/16/20 06:20 AM,-0.039848,0,500.622124,144,300,87:20:00
02/16/20 06:25 AM,-0.041494,0.186045,506.375462,162,300,87:24:59
02/16/20 06:30 AM,0.061128,0.347991,497.106194,162,300,87:29:56
02/16/20 06:35 AM,0.075694,0.608612,503.915951,144,300,87:34:59
02/16/20 06:40 AM,-0.033112,0.072289,504.451126,144,300,87:39:57
02/16/20 06:45 AM,-0.041029,0.113923,499.171495,144,300,87:44:57
02/16/20 06:50 AM,-0.039878,0.481416,502.643168,144,300,87:49:55
02/16/20 06:55 AM,-0.03998,1.111168,508.875132,162,300,87:55:00
02/16/20 07:00 AM,0.815209,0,498.88055,144,300,87:59:59
02/16/20 07:05 AM,-0.040209,0.4089,502.317801,144,300,88:04:55
02/16/20 07:10 AM,-0.041556,0,512.893454,144,300,88:09:55
02/16/20 07:15 AM,-0.041156,0,506.86884,144,300,88:14:54
02/16/20 07:20 AM,-0.040435,0.007314,502.793968,144,300,88:19:58
02/16/20 07:25 AM,-0.041533,0.642968,500.34675,144,300,88:24:59
02/16/20 07:30 AM,0.623848,0.701976,503.074259,162,300,88:29:57
02/16/20 07:35 AM,0.681066,0,503.628284,162,300,88:35:00
02/16/20 07:40 AM,-0.041897,0.360054,510.775701,162,300,88:39:59
02/16/20 07:45 AM,-0.038478,0.029606,499.048561,144,300,88:44:56
02/16/20 07:50 AM,0.922962,0.89736,506.47381,144,300,88:49:58
02/16/20 07:55 AM,0.836072,0.633461,504.151166,144,300,88:54:56
02/16/20 08:00 AM,-0.039065,0,505.940274,144,300,88:59:55
02/16/20 08:05 AM,-0.041822,0,506.795079,144,300,89:05:00
02/16/20 08:10 AM,-0.041461,0,512.135357,144,300,89:10:00
02/16/20 08:15 AM,-0.040979,0,504.902706,144,300,89:14:56
02/16/20 08:20 AM,-0.041297,0,503.743023,144,300,89:19:56
02/16/20 08:25 AM,-0.041556,0.345826,500.664741,144,300,89:25:01
02/16/20 08:30 AM,-0.040376,1.308977,499.759123,144,300,89:29:56
02/16/20 08:35 AM,-0.041802,0.298947,506.274656,144,300,89:34:55
02/16/20 08:40 AM,1.226863,0.33304,504.268363,162,300,89:39:57
