Time,Untitled 16,Untitled 17,Untitled 18,Flow,Set to (mL/min),Time0
02/18/20 01:25 AM,-0.041419,0,2057.398531,108,198,09:29:56 AM
02/18/20 01:30 AM,-0.041884,0,2012.767539,108,198,09:34:56 AM
02/18/20 01:35 AM,-0.041494,0,1845.588794,108,198,09:39:58 AM
02/18/20 01:40 AM,-0.040576,0,2104.795552,126,198,09:44:56 AM
02/18/20 01:45 AM,-0.041746,0,1967.939032,126,198,09:50:00 AM
02/18/20 01:50 AM,-0.041622,0,2014.543534,126,198,09:54:58 AM
02/18/20 01:55 AM,-0.041543,0,2371.000565,126,198,09:59:57 AM
02/18/20 02:00 AM,-0.041563,0,2360.86256,108,198,10:05:00 AM
02/18/20 02:05 AM,-0.041724,0,1957.742018,108,198,10:09:57 AM
02/18/20 02:10 AM,-0.041707,0,2355.835355,108,198,10:14:55 AM
02/18/20 02:15 AM,-0.041625,0,1867.022849,108,198,10:19:59 AM
02/18/20 02:20 AM,-0.041802,0,2245.353222,90,198,10:24:58 AM
02/18/20 02:25 AM,-0.040979,0,1895.598584,108,198,10:29:58 AM
02/18/20 02:30 AM,-0.041491,0,2282.864662,108,198,10:34:59 AM
02/18/20 02:35 AM,-0.040943,0,1790.864053,108,198,10:39:56 AM
02/18/20 02:40 AM,-0.041812,0,2138.434552,108,198,10:45:01 AM
02/18/20 02:45 AM,-0.040543,0,1956.132394,108,198,10:50:01 AM
02/18/20 02:50 AM,-0.041874,0,1982.995241,90,198,10:54:58 AM
02/18/20 02:55 AM,-0.041501,0,2401.689136,108,198,10:59:57 AM
02/18/20 03:00 AM,-0.038239,0,1866.969577,108,198,11:04:59 AM
02/18/20 03:05 AM,-0.041694,0,2287.215727,90,198,11:09:57 AM
02/18/20 03:10 AM,-0.041655,0,504.844517,90,198,11:15:00 AM
02/18/20 03:15 AM,-0.041343,0,505.442798,108,198,11:19:56 AM
02/18/20 03:20 AM,-0.041674,0,2130.961769,90,198,11:24:56 AM
02/18/20 03:25 AM,-0.04153,0,1970.873071,108,198,11:30:01 AM
02/18/20 03:30 AM,-0.041615,0,2037.526565,90,198,11:34:59 AM
02/18/20 03:35 AM,-0.041186,0,1801.309395,90,198,11:39:58 AM
02/18/20 03:40 AM,-0.041324,0.075761,500.169724,90,198,11:44:57 AM
02/18/20 03:45 AM,1.751023,2.602968,501.836717,90,198,11:49:55 AM
02/18/20 03:50 AM,2.114051,1.917485,500.918806,90,198,11:55:00 AM
02/18/20 03:55 AM,2.032553,1.66047,510.183156,72,198,11:59:57 AM
02/18/20 04:00 AM,1.229653,2.62618,500.254959,72,198,12:04:56 PM
02/18/20 04:05 AM,2.69882,2.849102,506.099269,72,198,12:09:59 PM
02/18/20 04:10 AM,1.988231,1.924306,511.64116,54,198,12:14:56 PM
02/18/20 04:15 AM,-0.039045,0.644147,499.173954,72,198,12:20:01 PM
02/18/20 04:20 AM,0.786747,1.467972,514.271141,72,198,12:24:55 PM
02/18/20 04:25 AM,1.131656,0.764459,546.705383,72,198,12:29:59 PM
02/18/20 04:30 AM,1.193818,0.974595,498.770729,72,198,12:35:00 PM
02/18/20 04:35 AM,-0.032462,0.699877,506.09763,72,198,12:39:58 PM
02/18/20 04:40 AM,-0.041684,0.667422,493.803352,72,198,12:44:57 PM
02/18/20 04:45 AM,0.783295,1.044094,409.943933,72,198,12:50:00 PM
02/18/20 04:50 AM,0.755322,2.41965,370.21967,72,198,12:54:59 PM
02/18/20 04:55 AM,0.084129,0.333696,411.344568,54,198,01:00:00 PM
02/18/20 05:00 AM,-0.037544,0.270558,338.62712,72,198,01:04:59 PM
02/18/20 05:05 AM,-0.039835,0.565929,520.499827,72,198,01:10:01 PM
02/18/20 05:10 AM,0.748362,0.948501,542.870643,72,198,01:15:00 PM
02/18/20 05:15 AM,-0.035442,0.217122,570.453886,72,198,01:19:57 PM
02/18/20 05:20 AM,1.220615,0.823599,506.768033,72,198,01:24:55 PM
02/18/20 05:25 AM,-0.041655,0.017804,531.655731,90,198,01:29:57 PM
02/18/20 05:30 AM,-0.035515,0,524.485366,72,198,01:34:56 PM
02/18/20 05:35 AM,-0.041612,0,919.20128,72,198,01:40:01 PM
02/18/20 05:40 AM,-0.041478,0,797.3059,72,198,01:45:01 PM
02/18/20 05:45 AM,-0.041583,0,495.571971,90,198,01:49:57 PM
02/18/20 05:50 AM,-0.04152,0,3995.141849,72,198,01:54:59 PM
02/18/20 05:55 AM,-0.040029,0,3987.973943,90,198,01:59:56 PM
02/18/20 06:00 AM,-0.041294,0,3979.384913,72,198,02:04:57 PM
02/18/20 06:05 AM,-0.041615,0,3990.399032,90,198,02:09:59 PM
02/18/20 06:10 AM,-0.04134,0,3985.062852,90,198,02:14:59 PM
02/18/20 06:15 AM,-0.041347,0,504.615039,90,198,02:19:59 PM
02/18/20 06:20 AM,-0.04175,0.74007,500.715554,90,198,02:24:57 PM
02/18/20 06:25 AM,-0.00505,0.724334,502.56367,90,198,02:29:56 PM
02/18/20 06:30 AM,2.206845,1.214761,501.715422,90,198,02:35:00 PM
02/18/20 06:35 AM,0.023674,1.461942,504.173294,90,198,02:39:58 PM
02/18/20 06:40 AM,1.21852,1.151819,501.372844,72,198,02:44:56 PM
02/18/20 06:45 AM,0.206142,1.836974,507.735119,72,198,02:49:58 PM
02/18/20 06:50 AM,-0.030168,0.093598,503.860221,72,198,02:54:57 PM
02/18/20 06:55 AM,0.048779,1.186241,501.892448,90,198,02:59:55 PM
02/18/20 07:00 AM,1.463956,0,503.960207,90,198,03:04:54 PM
02/18/20 07:05 AM,0.996035,0.231874,501.986697,90,198,03:09:59 PM
02/18/20 07:10 AM,-0.008433,1.232726,499.596849,90,198,03:14:56 PM
02/18/20 07:15 AM,1.039488,0.734103,503.476665,90,198,03:20:00 PM
02/18/20 07:20 AM,-0.036472,0.133527,500.002533,90,198,03:24:59 PM
02/18/20 07:25 AM,-0.037065,0.269574,287.962499,90,198,03:29:56 PM
02/18/20 07:30 AM,0.63899,0.735742,498.536333,90,198,03:34:56 PM
02/18/20 07:35 AM,1.612038,1.302225,499.637008,90,198,03:40:00 PM
02/18/20 07:40 AM,-0.033233,0,506.250888,72,198,03:45:01 PM
02/18/20 07:45 AM,-0.010675,0.025344,495.048269,90,198,03:50:00 PM
02/18/20 07:50 AM,0.873864,1.016689,497.712672,90,198,03:54:56 PM
02/18/20 07:55 AM,0.000786,0.591827,490.527555,72,198,04:00:00 PM
02/18/20 08:00 AM,-0.033826,0,499.208376,90,198,04:04:59 PM
02/18/20 08:05 AM,-0.041792,0.536948,500.730306,72,198,04:09:56 PM
02/18/20 08:10 AM,-0.041655,0,500.521317,54,198,04:14:55 PM
02/18/20 08:15 AM,-0.041101,0,499.928772,72,198,04:20:00 PM
02/18/20 08:20 AM,1.153469,0.066518,504.491285,72,198,04:24:58 PM
02/18/20 08:25 AM,0.946146,0,498.860881,72,198,04:30:01 PM
02/18/20 08:30 AM,0.646753,0.692337,498.502731,72,198,04:34:56 PM
02/18/20 08:35 AM,-0.01676,1.013606,501.878515,72,198,04:40:01 PM
02/18/20 08:40 AM,1.003204,1.696467,511.270717,54,198,04:45:00 PM
02/18/20 08:45 AM,-0.040619,0.389426,501.836717,72,198,04:49:56 PM
02/18/20 08:50 AM,-0.022188,0.707089,502.030954,72,198,04:54:57 PM
02/18/20 08:55 AM,1.255489,0.699222,502.32026,72,198,04:59:55 PM
02/18/20 09:00 AM,2.36267,0,501.280233,72,198,05:05:00 PM
02/18/20 09:05 AM,-0.04131,0,502.999678,72,198,05:09:56 PM
02/18/20 09:10 AM,-0.041737,0,499.447688,72,198,05:14:57 PM
02/18/20 09:15 AM,-0.041327,0,501.597405,72,198,05:19:59 PM
02/18/20 09:20 AM,-0.041491,0,501.499057,90,198,05:24:57 PM
02/18/20 09:25 AM,-0.041645,0,499.296069,72,198,05:29:56 PM
02/18/20 09:30 AM,-0.041615,0,498.953491,90,198,05:34:55 PM
02/18/20 09:35 AM,-0.041602,0,497.62088,90,198,05:39:59 PM
02/18/20 09:40 AM,-0.040098,0,508.217022,90,198,05:44:58 PM
02/18/20 09:45 AM,-0.039681,0,495.008111,72,198,05:49:58 PM
02/18/20 09:50 AM,-0.04154,0,502.531707,72,198,05:54:56 PM
02/18/20 09:55 AM,-0.041583,0,499.20018,72,198,05:59:58 PM
02/18/20 10:00 AM,-0.041576,0,502.078489,90,198,06:05:01 PM
02/18/20 10:05 AM,-0.041343,0,499.418184,72,198,06:09:58 PM
02/18/20 10:10 AM,-0.041533,0,504.497841,72,198,06:14:57 PM
02/18/20 10:15 AM,-0.04155,0,501.557246,72,198,06:20:00 PM
02/18/20 10:20 AM,-0.041632,0,498.231456,72,198,06:25:01 PM
02/18/20 10:25 AM,-0.041612,0,505.330518,72,198,06:30:00 PM
02/18/20 10:30 AM,-0.041707,0,503.566817,72,198,06:34:55 PM
02/18/20 10:35 AM,-0.041399,0,504.411787,72,198,06:39:57 PM
02/18/20 10:40 AM,-0.041566,0,509.407029,72,198,06:45:00 PM
02/18/20 10:45 AM,-0.041445,0,497.932315,90,198,06:49:58 PM
02/18/20 10:50 AM,-0.041609,0,501.864582,90,198,06:54:56 PM
02/18/20 10:55 AM,-0.04132,0,503.644675,72,198,06:59:57 PM
02/18/20 11:00 AM,-0.041461,0,502.745614,90,198,07:04:58 PM
02/18/20 11:05 AM,-0.041366,0,501.213029,90,198,07:09:57 PM
02/18/20 11:10 AM,-0.041294,0,501.32449,72,198,07:14:56 PM
02/18/20 11:15 AM,-0.041756,0,501.627728,72,198,07:19:57 PM
02/18/20 11:20 AM,-0.041376,0,499.738634,72,198,07:24:59 PM
02/18/20 11:25 AM,-0.041032,0,502.28174,72,198,07:29:59 PM
02/18/20 11:30 AM,-0.040471,0,492.964938,54,198,07:34:56 PM
02/18/20 11:35 AM,-0.041524,0,495.98749,72,198,07:40:01 PM
02/18/20 11:40 AM,-0.041363,0,499.527186,72,198,07:44:57 PM
02/18/20 11:45 AM,-0.041566,0,499.927953,72,198,07:50:00 PM
02/18/20 11:50 AM,-0.041432,0,505.230531,72,198,07:54:59 PM
02/18/20 11:55 AM,-0.039852,0,506.556586,72,198,07:59:59 PM
02/18/20 12:00 PM,-0.03879,0,504.206077,72,198,08:05:00 PM
02/18/20 12:05 PM,-0.041484,0,502.667755,72,198,08:09:59 PM
02/18/20 12:10 PM,-0.041501,0,506.994233,72,198,08:14:57 PM
02/18/20 12:15 PM,-0.041438,0,500.507385,72,198,08:19:59 PM
02/18/20 12:20 PM,-0.041419,0,503.068522,54,198,08:24:57 PM
02/18/20 12:25 PM,-0.041569,0,503.50453,72,198,08:29:57 PM
02/18/20 12:30 PM,-0.041366,0,503.236532,72,198,08:34:57 PM
02/18/20 12:35 PM,-0.040189,0,497.222572,72,198,08:39:55 PM
02/18/20 12:40 PM,-0.041491,0,502.550557,72,198,08:44:58 PM
02/18/20 12:45 PM,-0.041442,0,500.876188,72,198,08:50:01 PM
02/18/20 12:50 PM,-0.041599,0,504.302785,54,198,08:54:59 PM
02/18/20 12:55 PM,-0.041635,0,499.323115,72,198,08:59:58 PM
02/18/20 01:00 PM,-0.04155,0,503.609434,72,198,09:04:55 PM
02/18/20 01:05 PM,-0.04156,0,501.911298,54,198,09:09:58 PM
02/18/20 01:10 PM,-0.041327,0,528.947072,72,198,09:14:56 PM
02/18/20 01:15 PM,-0.039747,0,496.245652,72,198,09:19:57 PM
02/18/20 01:20 PM,-0.040114,0,476.619555,72,198,09:24:59 PM
02/18/20 01:25 PM,-0.041501,0,504.107729,54,198,09:29:59 PM
02/18/20 01:30 PM,-0.041501,0,499.813214,72,198,09:34:59 PM
02/18/20 01:35 PM,-0.041419,0,502.84642,54,198,09:40:01 PM
02/18/20 01:40 PM,-0.041002,0,504.019216,54,198,09:44:59 PM
02/18/20 01:45 PM,-0.04151,0,500.423789,72,198,09:50:01 PM
02/18/20 01:50 PM,-0.041589,0,502.980009,54,198,09:55:00 PM
02/18/20 01:55 PM,-0.040707,0,508.099005,54,198,09:59:57 PM
02/18/20 02:00 PM,-0.036662,0,495.96864,54,198,10:04:58 PM
02/18/20 02:05 PM,-0.039281,0,502.708733,54,198,10:09:59 PM
02/18/20 02:10 PM,-0.041665,0,505.601794,54,198,10:14:57 PM
02/18/20 02:15 PM,-0.039806,0,501.409724,54,198,10:19:57 PM
02/18/20 02:20 PM,-0.041179,0,503.770069,54,198,10:24:57 PM
02/18/20 02:25 PM,-0.041579,0,504.7642,54,198,10:30:00 PM
02/18/20 02:30 PM,-0.041402,0,501.205653,36,198,10:34:57 PM
02/18/20 02:35 PM,-0.041573,0,503.634021,54,198,10:39:56 PM
02/18/20 02:40 PM,-0.04133,0,498.753518,54,198,10:44:56 PM
02/18/20 02:45 PM,-0.041612,0,500.222176,54,198,10:50:00 PM
02/18/20 02:50 PM,-0.041337,0,503.61763,54,198,10:54:55 PM
02/18/20 02:55 PM,-0.041573,0,501.071245,54,198,11:00:01 PM
02/18/20 03:00 PM,-0.041438,0,511.320711,36,198,11:05:00 PM
02/18/20 03:05 PM,-0.041635,0,505.053506,54,198,11:09:59 PM
02/18/20 03:10 PM,-0.041238,0,500.126287,36,198,11:14:59 PM
02/18/20 03:15 PM,-0.04116,0,507.439256,36,198,11:19:56 PM
02/18/20 03:20 PM,-0.041435,0,501.132712,36,198,11:24:56 PM
02/18/20 03:25 PM,-0.041445,0,508.012951,54,198,11:29:58 PM
02/18/20 03:30 PM,-0.041255,0,502.669394,36,198,11:35:01 PM
02/18/20 03:35 PM,-0.041468,0,500.830293,36,198,11:39:59 PM
02/18/20 03:40 PM,-0.041179,0,510.869951,54,198,11:45:00 PM
02/18/20 03:45 PM,-0.041402,0,500.462309,36,198,11:49:56 PM
02/18/20 03:50 PM,-0.041465,0,470.190076,36,198,11:55:00 PM
02/18/20 03:55 PM,-0.04135,0,498.921528,18,198,11:59:59 PM
02/18/20 04:00 PM,-0.041566,0,499.126419,18,198,24:04:58
02/18/20 04:05 PM,-0.041347,0,505.323962,18,198,24:09:57
02/18/20 04:10 PM,-0.040688,0,503.84301,36,198,24:14:55
02/18/20 04:15 PM,-0.041566,0,502.318621,18,198,24:19:56
02/18/20 04:20 PM,-0.04137,0,498.681396,36,198,24:24:55
02/18/20 04:25 PM,-0.041422,0,506.345138,18,198,24:30:00
02/18/20 04:30 PM,-0.041386,0,500.537708,18,198,24:34:59
02/18/20 04:35 PM,-0.041678,0,499.42638,36,198,24:39:58
02/18/20 04:40 PM,-0.040186,0,507.030294,18,198,24:44:59
02/18/20 04:45 PM,-0.041537,0,499.494404,18,198,24:49:57
02/18/20 04:50 PM,-0.04136,0,501.976863,0,198,24:54:55
02/19/20 01:05 PM,-0.040983,0,500.660643,216,216,12:00:00 AM
02/19/20 01:10 PM,-0.041133,0,503.159493,198,216,12:05:02 AM
02/19/20 01:15 PM,-0.041674,0,506.100908,216,216,12:10:01 AM
02/19/20 01:20 PM,-0.041596,0,505.133823,198,216,12:15:01 AM
02/19/20 01:25 PM,-0.038731,0,502.825931,198,216,12:20:02 AM
02/19/20 01:30 PM,-0.041419,0,496.562823,198,216,12:24:57 AM
02/19/20 01:35 PM,-0.041691,0,498.942837,198,216,12:29:57 AM
02/19/20 01:40 PM,-0.041455,0,503.978238,162,216,12:34:57 AM
02/19/20 01:45 PM,-0.041514,0,500.618026,162,216,12:39:59 AM
02/19/20 01:50 PM,-0.040838,0,502.193228,144,216,12:44:58 AM
02/19/20 01:55 PM,-0.04113,0,512.836085,126,216,12:49:57 AM
02/19/20 02:00 PM,-0.041278,0,551.116276,126,216,12:54:58 AM
02/19/20 02:05 PM,-0.041527,0,513.142601,144,216,01:00:02 AM
02/19/20 02:10 PM,-0.041291,0,507.719547,126,216,01:04:58 AM
02/19/20 02:15 PM,-0.040465,0,831.438278,108,216,01:09:59 AM
02/19/20 02:20 PM,-0.041586,0,508.917749,144,216,01:14:57 AM
02/19/20 02:25 PM,-0.040166,0,489.69078,108,216,01:19:58 AM
02/19/20 02:30 PM,-0.037082,0,520.253138,72,216,01:24:56 AM
02/19/20 02:35 PM,-0.041081,0,518.114076,72,216,01:30:01 AM
02/19/20 02:40 PM,-0.038881,0,501.538396,54,216,01:34:59 AM
02/19/20 02:45 PM,-0.041533,0,500.466406,54,216,01:39:59 AM
02/19/20 02:50 PM,-0.041229,0,506.490201,72,216,01:44:56 AM
02/19/20 02:55 PM,-0.041632,0,501.022071,54,216,01:49:59 AM
02/19/20 03:00 PM,-0.041429,0,495.811283,54,216,01:54:59 AM
02/19/20 03:05 PM,-0.041707,0,501.630187,54,216,01:59:56 AM
02/19/20 03:10 PM,-0.041599,0,506.480366,36,216,02:05:02 AM
02/19/20 03:15 PM,-0.041494,0,501.666248,36,216,02:09:58 AM
02/19/20 03:20 PM,-0.041796,0,500.319704,36,216,02:14:58 AM
02/19/20 03:25 PM,-0.041392,0,495.275289,36,216,02:19:58 AM
02/19/20 03:30 PM,-0.040039,0,505.628839,18,216,02:24:59 AM
02/19/20 03:35 PM,-0.04176,0,507.378608,18,216,02:29:56 AM
02/19/20 03:40 PM,-0.041347,0,501.763776,0,216,02:34:56 AM
02/21/20 03:20 PM,-0.04153,0,503.363565,288,252,12:00:00 AM
02/21/20 03:25 PM,-0.041547,0,502.863631,252,252,12:05:03 AM
02/21/20 03:30 PM,-0.041619,0,504.938767,234,252,12:10:04 AM
02/21/20 03:35 PM,-0.041065,0,506.36153,234,252,12:15:03 AM
02/21/20 03:40 PM,-0.041494,0,504.051998,234,252,12:20:02 AM
02/21/20 03:45 PM,-0.041517,0,440.383356,234,252,12:24:59 AM
02/21/20 03:50 PM,-0.04152,0,496.671006,234,252,12:30:02 AM
02/21/20 03:55 PM,-0.041494,0,502.206341,216,252,12:34:59 AM
02/21/20 04:00 PM,-0.041517,0,585.600247,234,252,12:40:02 AM
02/21/20 04:05 PM,-0.041422,0,501.685917,234,252,12:45:02 AM
02/21/20 04:10 PM,-0.040379,0,803.268227,216,252,12:50:03 AM
02/21/20 04:15 PM,-0.041547,0,467.737941,234,252,12:55:02 AM
02/21/20 04:20 PM,-0.040734,0,592.113322,234,252,01:00:04 AM
02/21/20 04:25 PM,-0.041602,0,503.126711,234,252,01:05:04 AM
02/21/20 04:30 PM,-0.041583,0,501.691654,234,252,01:10:01 AM
02/21/20 04:35 PM,-0.041609,0,502.289117,234,252,01:15:04 AM
02/21/20 04:40 PM,-0.041468,0,501.054034,234,252,01:20:02 AM
02/21/20 04:45 PM,-0.041392,0,503.329963,216,252,01:25:01 AM
02/21/20 04:50 PM,-0.041642,0,500.916347,216,252,01:30:01 AM
02/21/20 04:55 PM,-0.041543,0,503.696308,234,252,01:35:02 AM
02/21/20 05:00 PM,-0.041504,0,503.825799,216,252,01:40:05 AM
02/21/20 05:05 PM,-0.041583,0,502.706275,216,252,01:45:04 AM
02/21/20 05:10 PM,-0.041281,0,512.599231,216,252,01:50:00 AM
02/21/20 05:15 PM,-0.041337,0,483.99727,216,252,01:55:02 AM
02/21/20 05:20 PM,-0.04137,0,517.390401,216,252,02:00:05 AM
02/21/20 05:25 PM,-0.041665,0,501.036003,216,252,02:05:02 AM
02/21/20 05:30 PM,-0.041638,0,351.514763,216,252,02:09:59 AM
02/21/20 05:35 PM,-0.041435,0,513.761372,216,252,02:15:01 AM
02/21/20 05:40 PM,-0.041448,0,499.332949,198,252,02:20:04 AM
02/21/20 05:45 PM,-0.040432,0,489.52195,216,252,02:25:03 AM
02/21/20 05:50 PM,-0.041373,0,500.150055,216,252,02:30:06 AM
02/21/20 05:55 PM,-0.04153,0,504.421622,216,252,02:35:05 AM
02/21/20 06:00 PM,-0.041612,0,499.833703,198,252,02:40:01 AM
02/21/20 06:05 PM,-0.04152,0,500.38445,216,252,02:45:00 AM
02/21/20 06:10 PM,-0.041448,0,503.266856,198,252,02:50:01 AM
02/21/20 06:15 PM,-0.041429,0,504.20034,216,252,02:55:02 AM
02/21/20 06:20 PM,-0.040258,0,504.44375,198,252,03:00:01 AM
02/21/20 06:25 PM,-0.041501,0,502.990663,216,252,03:05:03 AM
02/21/20 06:30 PM,-0.041445,0,501.334325,216,252,03:10:00 AM
02/21/20 06:35 PM,-0.041268,0,495.924383,198,252,03:15:02 AM
02/21/20 06:40 PM,-0.041445,0,463.029546,216,252,03:20:03 AM
02/21/20 06:45 PM,-0.04133,0,1009.50493,198,252,03:25:01 AM
02/21/20 06:50 PM,-0.041301,0,495.261356,198,252,03:30:05 AM
02/21/20 06:55 PM,-0.041481,0,509.607003,198,252,03:35:00 AM
02/21/20 07:00 PM,-0.041242,0,509.916798,198,252,03:40:02 AM
02/21/20 07:05 PM,-0.040976,0,561.735365,198,252,03:45:03 AM
02/21/20 07:10 PM,-0.040766,0,497.454509,198,252,03:50:04 AM
02/21/20 07:15 PM,-0.041504,0,392.955193,216,252,03:55:00 AM
02/21/20 07:20 PM,-0.041229,0,528.962644,198,252,04:00:04 AM
02/21/20 07:25 PM,-0.041038,0,504.16182,198,252,04:05:05 AM
02/21/20 07:30 PM,-0.04135,0,465.874253,216,252,04:10:03 AM
02/21/20 07:35 PM,-0.041376,0,488.838434,198,252,04:14:59 AM
02/21/20 07:40 PM,-0.041432,0,463.195918,198,252,04:20:01 AM
02/21/20 07:45 PM,-0.041497,0,357.036984,198,252,04:25:03 AM
02/21/20 07:50 PM,-0.041091,0,500.064,198,252,04:30:04 AM
02/21/20 07:55 PM,-0.041189,0,234.440877,216,252,04:35:05 AM
02/21/20 08:00 PM,-0.041281,0,499.731258,198,252,04:40:05 AM
02/21/20 08:05 PM,-0.041478,0,354.24555,198,252,04:45:00 AM
02/21/20 08:10 PM,-0.041527,0,514.644862,216,252,04:50:01 AM
02/21/20 08:15 PM,-0.041179,0,390.556329,198,252,04:55:04 AM
02/21/20 08:20 PM,-0.041566,0,341.657048,180,252,04:59:59 AM
02/21/20 08:25 PM,-0.041461,0,373.646267,198,252,05:05:00 AM
02/21/20 08:30 PM,-0.041527,0,503.084094,180,252,05:10:00 AM
02/21/20 08:35 PM,-0.040714,0,266.004742,198,252,05:15:02 AM
02/21/20 08:40 PM,-0.041347,0,360.791407,198,252,05:20:02 AM
02/21/20 08:45 PM,-0.041409,0,402.641618,198,252,05:25:04 AM
02/21/20 08:50 PM,-0.041547,0,507.132739,198,252,05:30:06 AM
02/21/20 08:55 PM,-0.041553,0,425.595145,198,252,05:35:01 AM
02/21/20 09:00 PM,-0.041258,0,658.021832,198,252,05:40:00 AM
02/21/20 09:05 PM,-0.041579,0,417.139704,180,252,05:45:01 AM
02/21/20 09:10 PM,-0.041448,0,294.028091,180,252,05:50:05 AM
02/21/20 09:15 PM,-0.041356,0,694.348183,198,252,05:55:00 AM
02/21/20 09:20 PM,-0.041632,0,558.79477,198,252,06:00:02 AM
02/21/20 09:25 PM,-0.041586,0,444.750812,198,252,06:05:03 AM
02/21/20 09:30 PM,-0.041527,0,501.432672,198,252,06:09:59 AM
02/21/20 09:35 PM,-0.041409,0,509.148866,180,252,06:15:01 AM
02/21/20 09:40 PM,-0.041583,0,500.474602,198,252,06:20:01 AM
02/21/20 09:45 PM,-0.04153,0,501.953915,198,252,06:25:04 AM
02/21/20 09:50 PM,-0.041383,0,502.439916,180,252,06:30:03 AM
02/21/20 09:55 PM,-0.041569,0,507.708893,198,252,06:35:05 AM
02/21/20 10:00 PM,-0.041422,0,503.037378,198,252,06:40:00 AM
02/21/20 10:05 PM,-0.041494,0,498.545349,198,252,06:45:02 AM
02/21/20 10:10 PM,-0.041563,0,501.11714,198,252,06:50:04 AM
02/21/20 10:15 PM,-0.039586,0,488.0369,198,252,06:55:01 AM
02/21/20 10:20 PM,-0.041448,0,490.521818,162,252,07:00:02 AM
02/21/20 10:25 PM,-0.041586,0,494.493425,180,252,07:05:02 AM
02/21/20 10:30 PM,-0.041294,0,500.914708,180,252,07:10:04 AM
02/21/20 10:35 PM,-0.041261,0,504.015938,162,252,07:15:05 AM
02/21/20 10:40 PM,-0.041474,0,493.214905,180,252,07:20:05 AM
02/21/20 10:45 PM,-0.041268,0,500.242665,180,252,07:24:59 AM
02/21/20 10:50 PM,-0.041438,0,512.442694,180,252,07:30:02 AM
02/21/20 10:55 PM,-0.041124,0,502.621859,162,252,07:34:59 AM
02/21/20 11:00 PM,-0.041317,0,557.258907,162,252,07:40:06 AM
02/21/20 11:05 PM,-0.041497,0,510.692925,162,252,07:45:02 AM
02/21/20 11:10 PM,-0.041347,0,513.589264,180,252,07:50:05 AM
02/21/20 11:15 PM,-0.041458,0,349.951854,180,252,07:55:01 AM
02/21/20 11:20 PM,-0.041497,0,507.771999,180,252,08:00:01 AM
02/21/20 11:25 PM,-0.041481,0,501.918674,180,252,08:05:03 AM
02/21/20 11:30 PM,-0.041281,0,502.448112,180,252,08:10:00 AM
02/21/20 11:35 PM,-0.041419,0,504.83796,180,252,08:15:03 AM
02/21/20 11:40 PM,-0.04113,0,468.073143,180,252,08:20:04 AM
02/21/20 11:45 PM,-0.040481,0,306.364987,162,252,08:25:01 AM
02/21/20 11:50 PM,-0.041527,0,1178.042512,162,252,08:30:03 AM
02/21/20 11:55 PM,-0.040527,0,392.561802,180,252,08:35:04 AM
02/22/20 12:00 AM,-0.041278,0,688.236695,162,252,08:40:00 AM
02/22/20 12:05 AM,-0.04153,0,413.588534,180,252,08:45:03 AM
02/22/20 12:10 AM,-0.041445,0,488.71304,162,252,08:50:04 AM
02/22/20 12:15 AM,-0.041166,0,502.71447,162,252,08:55:00 AM
02/22/20 12:20 AM,-0.041458,0,702.979011,180,252,09:00:02 AM
02/22/20 12:25 AM,-0.041265,0,283.682736,180,252,09:04:59 AM
02/22/20 12:30 AM,-0.041596,0,346.290043,162,252,09:10:01 AM
02/22/20 12:35 AM,-0.040327,0,356.783739,162,252,09:15:03 AM
02/22/20 12:40 AM,-0.041383,0,533.791514,180,252,09:20:00 AM
02/22/20 12:45 AM,-0.041402,0,452.135083,180,252,09:25:02 AM
02/22/20 12:50 AM,-0.041271,0,368.378929,180,252,09:30:03 AM
02/22/20 12:55 AM,-0.04113,0,567.097772,162,252,09:34:59 AM
02/22/20 01:00 AM,-0.041215,0,501.680181,162,252,09:40:00 AM
02/22/20 01:05 AM,-0.041376,0,398.718366,162,252,09:45:03 AM
02/22/20 01:10 AM,-0.041661,0,444.175478,162,252,09:49:59 AM
02/22/20 01:15 AM,-0.04112,0,508.192435,162,252,09:55:01 AM
02/22/20 01:20 AM,-0.041333,0,509.770096,180,252,10:00:04 AM
02/22/20 01:25 AM,-0.041419,0,510.53311,162,252,10:05:05 AM
02/22/20 01:30 AM,-0.041612,0,459.243161,162,252,10:10:02 AM
02/22/20 01:35 AM,-0.041786,0,424.114193,162,252,10:15:02 AM
02/22/20 01:40 AM,-0.04176,0,354.210308,162,252,10:20:04 AM
02/22/20 01:45 AM,-0.041514,0,411.146233,162,252,10:25:02 AM
02/22/20 01:50 AM,-0.041399,0,592.664888,162,252,10:30:04 AM
02/22/20 01:55 AM,-0.04154,0,503.014431,180,252,10:35:03 AM
02/22/20 02:00 AM,-0.041507,0,477.528452,162,252,10:39:59 AM
02/22/20 02:05 AM,-0.04114,0,361.824877,162,252,10:45:02 AM
02/22/20 02:10 AM,-0.041029,0,601.058042,162,252,10:50:03 AM
02/22/20 02:15 AM,-0.041386,0,498.197034,162,252,10:55:00 AM
02/22/20 02:20 AM,-0.041586,0,397.705385,162,252,11:00:01 AM
02/22/20 02:25 AM,-0.041517,0,469.991742,162,252,11:05:03 AM
02/22/20 02:30 AM,-0.041379,0,359.239972,162,252,11:10:04 AM
02/22/20 02:35 AM,-0.041176,0,538.379433,162,252,11:15:04 AM
02/22/20 02:40 AM,-0.041107,0,522.771658,162,252,11:20:00 AM
