"Tag","Tank","Date","BW","Temp","Sal","Notes","Day","Genotype","Nutrients","Disease","Available","T_Type","T_AW","T_BW","Temperature","Salinity","X","T_SW_den","Days","dBW","dBW_r"
"269","3",2020-10-09,7.9104,27,31.5,"",58,"FM14","NH4","Placebo","Experiment","S",10.1117,1.4325,26.04,33.2,"",1.02166552137443,7,0.0385,0.698687737395038
"270","2",2020-08-12,7.6603,27.7,32.1,"",0,"FM14","NH4","Pathogen","Experiment","S",10.0516,1.4173,26.03,33.2,"",1.0216686176036,0,0,NA
"270","2",2020-08-21,7.8426,27.9,33.5,"",9,"FM14","NH4","Pathogen","Experiment","S",10.0516,1.4173,26.03,33.2,"",1.0216686176036,9,0.1823,2.6442248417889
"270","2",2020-09-04,8.0928,27.5,34.6,"",23,"FM14","NH4","Pathogen","Experiment","S",10.0516,1.4173,26.03,33.2,"",1.0216686176036,14,0.2502,2.27876323813896
"270","2",2020-09-11,8.17,26.6,34.1,"Impossible value. Changed from 3.17 to 8.17",30,"FM14","NH4","Pathogen","Experiment","S",10.0516,1.4173,26.03,33.2,"",1.0216686176036,7,0.0771999999999995,1.36276337343952
"270","8",2020-09-18,8.2252,26.9,33.3,"",37,"FM14","NH4","Pathogen","Experiment","S",10.0516,1.4173,26.03,33.2,"",1.0216686176036,7,0.0551999999999992,0.96520370694176
"270","8",2020-09-25,8.2486,26.7,34,"",44,"FM14","NH4","Pathogen","Experiment","S",10.0516,1.4173,26.03,33.2,"",1.0216686176036,7,0.0234000000000005,0.406416517878862
"270","8",2020-10-02,8.2824,26.9,32.4,"",51,"FM14","NH4","Pathogen","Experiment","S",10.0516,1.4173,26.03,33.2,"",1.0216686176036,7,0.0338000000000012,0.585380722616152
"270","8",2020-10-09,8.3253,26.6,31.6,"",58,"FM14","NH4","Pathogen","Experiment","S",10.0516,1.4173,26.03,33.2,"",1.0216686176036,7,0.0428999999999995,0.739951152874934
"272","4",2020-08-12,3.7363,27.8,32.1,"",0,"FM14","NH4","Placebo","Experiment","S",10.093,1.44294,26.01,33.2,"",1.0216748077437,0,0,NA
"272","4",2020-08-21,3.8073,27.3,33.7,"",9,"FM14","NH4","Placebo","Experiment","S",10.093,1.44294,26.01,33.2,"",1.0216748077437,9,0.0710000000000002,2.11141741532771
"272","4",2020-09-04,3.8904,27.1,34.5,"",23,"FM14","NH4","Placebo","Experiment","S",10.093,1.44294,26.01,33.2,"",1.0216748077437,14,0.0831,1.55903508673188
"272","4",2020-09-11,3.9374,26.5,34.1,"",30,"FM14","NH4","Placebo","Experiment","S",10.093,1.44294,26.01,33.2,"",1.0216748077437,7,0.0469999999999997,1.72585999236214
"272","4",2020-09-18,3.9898,27,32.6,"",37,"FM14","NH4","Placebo","Experiment","S",10.093,1.44294,26.01,33.2,"",1.0216748077437,7,0.0524,1.90118207083717
"272","4",2020-09-25,4.0037,26.8,34.2,"",44,"FM14","NH4","Placebo","Experiment","S",10.093,1.44294,26.01,33.2,"",1.0216748077437,7,0.0139000000000005,0.497697700565029
"272","4",2020-10-02,4.0287,26.8,32.5,"",51,"FM14","NH4","Placebo","Experiment","S",10.093,1.44294,26.01,33.2,"",1.0216748077437,7,0.0249999999999995,0.892032013244872
"272","4",2020-10-09,4.0616,26.8,31.6,"",58,"FM14","NH4","Placebo","Experiment","S",10.093,1.44294,26.01,33.2,"",1.0216748077437,7,0.0329000000000006,1.16662943381242
"273","8",2020-08-12,7.7925,27.8,32.1,"",0,"FM14","Ambient","Pathogen","Experiment","S",10.0871,1.4285,25.99,33.2,"",1.02168099479207,0,0,NA
"273","8",2020-08-21,7.9813,27.1,34.4,"",9,"FM14","Ambient","Pathogen","Experiment","S",10.0871,1.4285,25.99,33.2,"",1.02168099479207,9,0.1888,2.69204719637828
"273","8",2020-09-04,8.2087,27.1,34.5,"",23,"FM14","Ambient","Pathogen","Experiment","S",10.0871,1.4285,25.99,33.2,"",1.02168099479207,14,0.2274,2.03511422235189
"273","8",2020-09-11,8.3182,27.3,34,"",30,"FM14","Ambient","Pathogen","Experiment","S",10.0871,1.4285,25.99,33.2,"",1.02168099479207,7,0.109499999999999,1.90564366377831
"273","2",2020-09-18,8.4075,27.7,32.5,"",37,"FM14","Ambient","Pathogen","Experiment","S",10.0871,1.4285,25.99,33.2,"",1.02168099479207,7,0.0893000000000015,1.53364223715985
"273","2",2020-09-25,8.4488,27.3,34.1,"",44,"FM14","Ambient","Pathogen","Experiment","S",10.0871,1.4285,25.99,33.2,"",1.02168099479207,7,0.0412999999999997,0.701754385964907
"273","2",2020-10-02,8.4983,27.5,32.4,"",51,"FM14","Ambient","Pathogen","Experiment","S",10.0871,1.4285,25.99,33.2,"",1.02168099479207,7,0.0495000000000001,0.836974312497465
"273","2",2020-10-09,8.5364,27.3,31.5,"",58,"FM14","Ambient","Pathogen","Experiment","S",10.0871,1.4285,25.99,33.2,"",1.02168099479207,7,0.0381,0.640464227299242
"274","6",2020-08-12,8.9182,27.8,32.1,"",0,"FM14","Ambient","Pathogen","Experiment","S",10.1163,1.4319,25.98,33.2,"",1.02168408715656,0,0,NA
"274","6",2020-08-21,9.0287,27.4,34.4,"",9,"FM14","Ambient","Pathogen","Experiment","S",10.1163,1.4319,25.98,33.2,"",1.02168408715656,9,0.1105,1.37671029779303
"274","6",2020-09-04,9.2313,27.4,34.4,"",23,"FM14","Ambient","Pathogen","Experiment","S",10.1163,1.4319,25.98,33.2,"",1.02168408715656,14,0.202599999999999,1.60282527622232
"274","6",2020-09-11,9.3295,27.7,34,"",30,"FM14","Ambient","Pathogen","Experiment","S",10.1163,1.4319,25.98,33.2,"",1.02168408715656,7,0.0982000000000003,1.51967452347681
"274","6",2020-09-18,9.3966,27,33.2,"",37,"FM14","Ambient","Pathogen","Experiment","S",10.1163,1.4319,25.98,33.2,"",1.02168408715656,7,0.0670999999999999,1.02746280998063
"274","6",2020-09-25,9.4546,27,33.9,"",44,"FM14","Ambient","Pathogen","Experiment","S",10.1163,1.4319,25.98,33.2,"",1.02168408715656,7,0.0579999999999998,0.881777907510617
"274","6",2020-10-02,9.5051,27.6,32.4,"",51,"FM14","Ambient","Pathogen","Experiment","S",10.1163,1.4319,25.98,33.2,"",1.02168408715656,7,0.0505000000000013,0.763045048366499
"274","6",2020-10-09,9.555,27,31.6,"",58,"FM14","Ambient","Pathogen","Experiment","S",10.1163,1.4319,25.98,33.2,"",1.02168408715656,7,0.0498999999999992,0.74997332259222
"275","8",2020-08-12,7.8291,27.7,32.1,"",0,"FM14","Ambient","Pathogen","Experiment","S",10.1239,1.4195,25.96,33.2,"",1.0216902695656,0,0,NA
"275","8",2020-08-21,7.9948,27,34.5,"",9,"FM14","Ambient","Pathogen","Experiment","S",10.1239,1.4195,25.96,33.2,"",1.0216902695656,9,0.165699999999999,2.35162548838449
"275","8",2020-09-04,8.2136,27.1,34.5,"",23,"FM14","Ambient","Pathogen","Experiment","S",10.1239,1.4195,25.96,33.2,"",1.0216902695656,14,0.2188,1.95484207592078
"275","8",2020-09-11,8.3088,27.3,34,"",30,"FM14","Ambient","Pathogen","Experiment","S",10.1239,1.4195,25.96,33.2,"",1.0216902695656,7,0.0952000000000002,1.6557903964157
"275","2",2020-09-18,8.3881,27.7,32.5,"",37,"FM14","Ambient","Pathogen","Experiment","S",10.1239,1.4195,25.96,33.2,"",1.0216902695656,7,0.0792999999999999,1.36344254628483
"275","2",2020-09-25,8.4224,27.3,34.1,"",44,"FM14","Ambient","Pathogen","Experiment","S",10.1239,1.4195,25.96,33.2,"",1.0216902695656,7,0.0343,0.584160894600684
"275","2",2020-10-02,8.4702,27.5,32.4,"",51,"FM14","Ambient","Pathogen","Experiment","S",10.1239,1.4195,25.96,33.2,"",1.0216902695656,7,0.0478000000000005,0.810763135041259
"275","2",2020-10-09,8.5014,27.2,31.5,"",58,"FM14","Ambient","Pathogen","Experiment","S",10.1239,1.4195,25.96,33.2,"",1.0216902695656,7,0.0312000000000001,0.526214594359386
"276","5",2020-08-12,6.9445,27.8,32.1,"",0,"FM14","Ambient","Placebo","Experiment","S",10.0443,1.4228,25.97,33.2,"",1.02168717874777,0,0,NA
"276","5",2020-08-21,7.0654,27.8,34.3,"",9,"FM14","Ambient","Placebo","Experiment","S",10.0443,1.4228,25.97,33.2,"",1.02168717874777,9,0.120900000000001,1.93438452492381
"276","5",2020-09-04,7.1946,27.4,34.3,"",23,"FM14","Ambient","Placebo","Experiment","S",10.0443,1.4228,25.97,33.2,"",1.02168717874777,14,0.1292,1.306164042881
"276","5",2020-09-11,7.2805,27.9,33.9,"",30,"FM14","Ambient","Placebo","Experiment","S",10.0443,1.4228,25.97,33.2,"",1.02168717874777,7,0.0858999999999996,1.70564431259952
"276","5",2020-09-18,7.3464,27.5,33.2,"",37,"FM14","Ambient","Placebo","Experiment","S",10.0443,1.4228,25.97,33.2,"",1.02168717874777,7,0.0659000000000001,1.29308230400189
"276","5",2020-09-25,7.4073,27.8,33.9,"",44,"FM14","Ambient","Placebo","Experiment","S",10.0443,1.4228,25.97,33.2,"",1.02168717874777,7,0.0609000000000002,1.18425351192421
"276","5",2020-10-02,7.465,27.7,32.4,"",51,"FM14","Ambient","Placebo","Experiment","S",10.0443,1.4228,25.97,33.2,"",1.02168717874777,7,0.0576999999999996,1.11280184991253
"276","5",2020-10-09,7.5265,27.6,31.6,"",58,"FM14","Ambient","Placebo","Experiment","S",10.0443,1.4228,25.97,33.2,"",1.02168717874777,7,0.0615000000000006,1.17692086881639
"277","6",2020-08-12,4.6978,27.7,32.1,"",0,"FM14","Ambient","Placebo","Experiment","S",10.1045,1.4502,25.97,33.2,"",1.02168717874777,0,0,NA
"277","6",2020-08-21,4.822,27.6,34.3,"",9,"FM14","Ambient","Placebo","Experiment","S",10.1045,1.4502,25.97,33.2,"",1.02168717874777,9,0.1242,2.93754523393929
"277","6",2020-09-04,4.9324,27.4,34.4,"",23,"FM14","Ambient","Placebo","Experiment","S",10.1045,1.4502,25.97,33.2,"",1.02168717874777,14,0.1104,1.6353617349055
"277","6",2020-09-11,4.9999,27.7,34,"",30,"FM14","Ambient","Placebo","Experiment","S",10.1045,1.4502,25.97,33.2,"",1.02168717874777,7,0.0674999999999999,1.95500307007889
"277","6",2020-09-18,5.0559,27,33.2,"",37,"FM14","Ambient","Placebo","Experiment","S",10.1045,1.4502,25.97,33.2,"",1.02168717874777,7,0.056,1.60003200064001
"277","6",2020-09-25,5.0969,27.1,33.9,"",44,"FM14","Ambient","Placebo","Experiment","S",10.1045,1.4502,25.97,33.2,"",1.02168717874777,7,0.0409999999999995,1.15847680079566
"277","6",2020-10-02,5.1322,27.6,32.4,"",51,"FM14","Ambient","Placebo","Experiment","S",10.1045,1.4502,25.97,33.2,"",1.02168717874777,7,0.0353000000000003,0.989396916332906
"277","6",2020-10-09,5.164,27,31.6,"",58,"FM14","Ambient","Placebo","Experiment","S",10.1045,1.4502,25.97,33.2,"",1.02168717874777,7,0.0317999999999996,0.885167597298836
"279","7",2020-08-12,4.4444,27.8,32.1,"",0,"FM14","Ambient","Placebo","Experiment","S",10.1388,1.4085,25.96,33.2,"",1.0216902695656,0,0,NA
"279","7",2020-08-21,4.4998,27.2,34.4,"",9,"FM14","Ambient","Placebo","Experiment","S",10.1388,1.4085,25.96,33.2,"",1.0216902695656,9,0.0553999999999997,1.38501385013849
"279","7",2020-09-04,4.5823,27.3,34.7,"",23,"FM14","Ambient","Placebo","Experiment","S",10.1388,1.4085,25.96,33.2,"",1.0216902695656,14,0.0825000000000005,1.30958201316885
"279","7",2020-09-11,4.6568,27.5,34,"",30,"FM14","Ambient","Placebo","Experiment","S",10.1388,1.4085,25.96,33.2,"",1.0216902695656,7,0.0744999999999996,2.3226015631576
"279","1",2020-09-18,4.7114,27.9,32.5,"",37,"FM14","Ambient","Placebo","Experiment","S",10.1388,1.4085,25.96,33.2,"",1.0216902695656,7,0.0546000000000006,1.67496993643706
"279","1",2020-09-25,4.7414,27.7,34.1,"",44,"FM14","Ambient","Placebo","Experiment","S",10.1388,1.4085,25.96,33.2,"",1.0216902695656,7,0.0299999999999994,0.90964772375816
"279","1",2020-10-02,4.7839,27.8,32.4,"",51,"FM14","Ambient","Placebo","Experiment","S",10.1388,1.4085,25.96,33.2,"",1.0216902695656,7,0.0425000000000004,1.28051389282251
"279","1",2020-10-09,4.8129,27.6,31.5,"",58,"FM14","Ambient","Placebo","Experiment","S",10.1388,1.4085,25.96,33.2,"",1.0216902695656,7,0.0289999999999999,0.865999946248277
"281","7",2020-08-12,7.569,27.8,32.1,"",0,"FM14","Ambient","Pathogen","Experiment","S",10.1314,1.4583,25.91,33.2,"",1.02170571204981,0,0,NA
"281","7",2020-08-21,7.6987,27.2,34.4,"",9,"FM14","Ambient","Pathogen","Experiment","S",10.1314,1.4583,25.91,33.2,"",1.02170571204981,9,0.1297,1.90396500344974
"281","7",2020-09-04,7.9256,27.3,34.7,"",23,"FM14","Ambient","Pathogen","Experiment","S",10.1314,1.4583,25.91,33.2,"",1.02170571204981,14,0.226900000000001,2.10517916754035
"281","7",2020-09-11,8.0293,27.5,34,"",30,"FM14","Ambient","Pathogen","Experiment","S",10.1314,1.4583,25.91,33.2,"",1.02170571204981,7,0.103699999999999,1.86916898585414
"281","1",2020-09-18,8.0933,27.9,32.5,"",37,"FM14","Ambient","Pathogen","Experiment","S",10.1314,1.4583,25.91,33.2,"",1.02170571204981,7,0.0640000000000001,1.13868670280811
"281","1",2020-09-25,8.1318,27.7,34.1,"",44,"FM14","Ambient","Pathogen","Experiment","S",10.1314,1.4583,25.91,33.2,"",1.02170571204981,7,0.0385000000000009,0.679574462827292
"281","1",2020-10-02,8.1899,27.8,32.4,"",51,"FM14","Ambient","Pathogen","Experiment","S",10.1314,1.4583,25.91,33.2,"",1.02170571204981,7,0.0580999999999996,1.02068422735433
"281","1",2020-10-09,8.2304,27.6,31.5,"",58,"FM14","Ambient","Pathogen","Experiment","S",10.1314,1.4583,25.91,33.2,"",1.02170571204981,7,0.0404999999999998,0.706445046424773
"282","2",2020-08-12,6.4007,27.8,32.1,"",0,"FM14","NH4","Placebo","Experiment","S",10.1918,1.4431,25.93,33.2,"",1.02169953737757,0,0,NA
"282","2",2020-08-21,6.555,27.6,33.6,"",9,"FM14","NH4","Placebo","Experiment","S",10.1918,1.4431,25.93,33.2,"",1.02169953737757,9,0.1543,2.67852648061063
"282","2",2020-09-04,6.7086,27.5,34.7,"",23,"FM14","NH4","Placebo","Experiment","S",10.1918,1.4431,25.93,33.2,"",1.02169953737757,14,0.1536,1.67374959136973
"282","2",2020-09-11,6.7766,26.7,34.1,"",30,"FM14","NH4","Placebo","Experiment","S",10.1918,1.4431,25.93,33.2,"",1.02169953737757,7,0.0680000000000005,1.44803471876186
"282","8",2020-09-18,6.8417,26.9,33.3,"",37,"FM14","NH4","Placebo","Experiment","S",10.1918,1.4431,25.93,33.2,"",1.02169953737757,7,0.0651000000000002,1.37236962488564
"282","8",2020-09-25,6.8733,26.7,34,"",44,"FM14","NH4","Placebo","Experiment","S",10.1918,1.4431,25.93,33.2,"",1.02169953737757,7,0.0316000000000001,0.659819301384996
"282","8",2020-10-02,6.9093,26.9,32.4,"",51,"FM14","NH4","Placebo","Experiment","S",10.1918,1.4431,25.93,33.2,"",1.02169953737757,7,0.0359999999999996,0.748236966647329
"282","8",2020-10-09,6.9583,26.6,31.6,"",58,"FM14","NH4","Placebo","Experiment","S",10.1918,1.4431,25.93,33.2,"",1.02169953737757,7,0.0490000000000004,1.01312723430739
"283","7",2020-08-12,8.1416,27.7,32.1,"",0,"FM14","Ambient","Pathogen","Experiment","S",10.1429,1.4277,25.92,33.2,"",1.02170262510067,0,0,NA
"283","7",2020-08-21,8.3391,27.2,34.4,"",9,"FM14","Ambient","Pathogen","Experiment","S",10.1429,1.4277,25.92,33.2,"",1.02170262510067,9,0.1975,2.69534789776511
"283","7",2020-09-04,8.6115,27.2,34.7,"",23,"FM14","Ambient","Pathogen","Experiment","S",10.1429,1.4277,25.92,33.2,"",1.02170262510067,14,0.272399999999999,2.33324253902014
"283","7",2020-09-11,8.7485,27.5,34,"",30,"FM14","Ambient","Pathogen","Experiment","S",10.1429,1.4277,25.92,33.2,"",1.02170262510067,7,0.137,2.272708421463
"283","1",2020-09-18,8.8233,27.9,32.5,"",37,"FM14","Ambient","Pathogen","Experiment","S",10.1429,1.4277,25.92,33.2,"",1.02170262510067,7,0.0747999999999998,1.22143387846079
"283","1",2020-09-25,8.8617,27.7,34.1,"",44,"FM14","Ambient","Pathogen","Experiment","S",10.1429,1.4277,25.92,33.2,"",1.02170262510067,7,0.0384000000000011,0.621730450706022
"283","1",2020-10-02,8.9261,27.8,32.4,"",51,"FM14","Ambient","Pathogen","Experiment","S",10.1429,1.4277,25.92,33.2,"",1.02170262510067,7,0.0643999999999991,1.03817551936986
"283","1",2020-10-09,8.9809,27.6,31.5,"",58,"FM14","Ambient","Pathogen","Experiment","S",10.1429,1.4277,25.92,33.2,"",1.02170262510067,7,0.0548000000000002,0.877042765437476
"284","4",2020-08-12,7.0853,27.7,32.1,"",0,"FM14","NH4","Placebo","Experiment","S",10.0752,1.4111,25.93,33.2,"",1.02169953737757,0,0,NA
"284","4",2020-08-21,7.2283,27.3,33.6,"",9,"FM14","NH4","Placebo","Experiment","S",10.0752,1.4111,25.93,33.2,"",1.02169953737757,9,0.143,2.24251462731132
"284","4",2020-09-04,7.4214,27.3,34.5,"",23,"FM14","NH4","Placebo","Experiment","S",10.0752,1.4111,25.93,33.2,"",1.02169953737757,14,0.1931,1.90817441761647
"284","4",2020-09-11,7.5137,26.5,34.1,"",30,"FM14","NH4","Placebo","Experiment","S",10.0752,1.4111,25.93,33.2,"",1.02169953737757,7,0.0922999999999998,1.77671521353306
"284","4",2020-09-18,7.585,27,32.6,"",37,"FM14","NH4","Placebo","Experiment","S",10.0752,1.4111,25.93,33.2,"",1.02169953737757,7,0.0712999999999999,1.35561897410254
"284","4",2020-09-25,7.602,26.8,34.2,"Impossible value. Changed from 6.6020 to 7.6020",44,"FM14","NH4","Placebo","Experiment","S",10.0752,1.4111,25.93,33.2,"",1.02169953737757,7,0.0170000000000003,0.320180807985693
"284","4",2020-10-02,7.6416,26.8,32.5,"",51,"FM14","NH4","Placebo","Experiment","S",10.0752,1.4111,25.93,33.2,"",1.02169953737757,7,0.0396000000000001,0.744165069342656
"284","4",2020-10-09,7.6936,26.8,31.6,"",58,"FM14","NH4","Placebo","Experiment","S",10.0752,1.4111,25.93,33.2,"",1.02169953737757,7,0.0519999999999996,0.97212251734864
"285","4",2020-08-12,8.1129,27.8,32.1,"",0,"FM14","NH4","Pathogen","Experiment","S",10.1048,1.4291,25.92,33.2,"",1.02170262510067,0,0,NA
"285","4",2020-08-21,8.2478,27.3,33.6,"",9,"FM14","NH4","Pathogen","Experiment","S",10.1048,1.4291,25.92,33.2,"",1.02170262510067,9,0.1349,1.84753773482835
"285","4",2020-09-04,8.4694,27.4,34.4,"",23,"FM14","NH4","Pathogen","Experiment","S",10.1048,1.4291,25.92,33.2,"",1.02170262510067,14,0.2216,1.91912648567757
"285","4",2020-09-11,8.5736,26.5,34.1,"",30,"FM14","NH4","Pathogen","Experiment","S",10.1048,1.4291,25.92,33.2,"",1.02170262510067,7,0.104200000000001,1.75758782035497
"285","4",2020-09-18,8.6572,27,32.6,"",37,"FM14","NH4","Pathogen","Experiment","S",10.1048,1.4291,25.92,33.2,"",1.02170262510067,7,0.0835999999999988,1.39298044495392
"285","4",2020-09-25,8.6893,26.8,34.2,"",44,"FM14","NH4","Pathogen","Experiment","S",10.1048,1.4291,25.92,33.2,"",1.02170262510067,7,0.0320999999999998,0.529699473930862
"285","4",2020-10-02,8.7299,26.8,32.5,"",51,"FM14","NH4","Pathogen","Experiment","S",10.1048,1.4291,25.92,33.2,"",1.02170262510067,7,0.0406000000000013,0.667487599691596
"285","4",2020-10-09,8.7876,26.8,31.6,"",58,"FM14","NH4","Pathogen","Experiment","S",10.1048,1.4291,25.92,33.2,"",1.02170262510067,7,0.0576999999999988,0.944209801126813
"288","6",2020-08-12,7.2481,27.7,32.1,"",0,"FM14","Ambient","Placebo","Experiment","S",10.1631,1.4381,25.92,33.2,"",1.02170262510067,0,0,NA
"288","6",2020-08-21,7.3665,27.6,34.3,"",9,"FM14","Ambient","Placebo","Experiment","S",10.1631,1.4381,25.92,33.2,"",1.02170262510067,9,0.1184,1.81503505133146
"288","6",2020-09-04,7.524,27.3,34.4,"",23,"FM14","Ambient","Placebo","Experiment","S",10.1631,1.4381,25.92,33.2,"",1.02170262510067,14,0.1575,1.5271838729383
"288","6",2020-09-11,7.6057,27.7,34,"",30,"FM14","Ambient","Placebo","Experiment","S",10.1631,1.4381,25.92,33.2,"",1.02170262510067,7,0.0816999999999997,1.55122655122654
"288","6",2020-09-18,7.6767,27,33.2,"",37,"FM14","Ambient","Placebo","Experiment","S",10.1631,1.4381,25.92,33.2,"",1.02170262510067,7,0.0710000000000006,1.33358627645808
"288","6",2020-09-25,7.7302,27,33.9,"",44,"FM14","Ambient","Placebo","Experiment","S",10.1631,1.4381,25.92,33.2,"",1.02170262510067,7,0.0534999999999997,0.995591483691833
"288","6",2020-10-02,7.7762,27.6,32.4,"",51,"FM14","Ambient","Placebo","Experiment","S",10.1631,1.4381,25.92,33.2,"",1.02170262510067,7,0.0460000000000003,0.850098130892941
"288","6",2020-10-09,7.8198,27,31.6,"",58,"FM14","Ambient","Placebo","Experiment","S",10.1631,1.4381,25.92,33.2,"",1.02170262510067,7,0.0435999999999996,0.800978810803654
"289","1",2020-08-12,10.6654,27.7,32.1,"",0,"FM14","NH4","Pathogen","Experiment","S",10.2081,1.4472,25.93,33.2,"",1.02169953737757,0,0,NA
"289","1",2020-08-21,10.9382,28,33.5,"",9,"FM14","NH4","Pathogen","Experiment","S",10.2081,1.4472,25.93,33.2,"",1.02169953737757,9,0.2728,2.84200415466003
"289","1",2020-09-04,11.0862,27,34.6,"Manually changed from 11.862 11.0862",23,"FM14","NH4","Pathogen","Experiment","S",10.2081,1.4472,25.93,33.2,"",1.02169953737757,14,0.148,0.966468758244368
"289","1",2020-09-11,11.2658,27.5,34,"",30,"FM14","NH4","Pathogen","Experiment","S",10.2081,1.4472,25.93,33.2,"",1.02169953737757,7,0.179600000000001,2.31433158856443
"289","7",2020-09-18,11.3453,26.8,33.3,"",37,"FM14","NH4","Pathogen","Experiment","S",10.2081,1.4472,25.93,33.2,"",1.02169953737757,7,0.0794999999999995,1.00810797787488
"289","7",2020-09-25,11.4138,26.8,34,"",44,"FM14","NH4","Pathogen","Experiment","S",10.2081,1.4472,25.93,33.2,"",1.02169953737757,7,0.0685000000000002,0.862534643042874
"289","7",2020-10-02,11.4703,27,32.4,"",51,"FM14","NH4","Pathogen","Experiment","S",10.2081,1.4472,25.93,33.2,"",1.02169953737757,7,0.0564999999999998,0.707164009482253
"289","7",2020-10-09,11.5303,26.8,31.6,"",58,"FM14","NH4","Pathogen","Experiment","S",10.2081,1.4472,25.93,33.2,"",1.02169953737757,7,0.0600000000000005,0.747271524844916
"291","1",2020-08-12,7.7934,27.7,32.1,"",0,"FM14","NH4","Pathogen","Experiment","S",10.1445,1.444,25.9,33.2,"",1.02170879822487,0,0,NA
"291","1",2020-08-21,7.89548,28.1,33.5,"",9,"FM14","NH4","Pathogen","Experiment","S",10.1445,1.444,25.9,33.2,"",1.02170879822487,9,0.10208,1.45536251472043
"291","1",2020-09-04,8.0965,27.6,34.7,"",23,"FM14","NH4","Pathogen","Experiment","S",10.1445,1.444,25.9,33.2,"",1.02170879822487,14,0.201020000000001,1.81858119184286
"291","1",2020-09-11,8.1529,27.5,34,"",30,"FM14","NH4","Pathogen","Experiment","S",10.1445,1.444,25.9,33.2,"",1.02170879822487,7,0.0564,0.99513899303932
"291","7",2020-09-18,8.2051,26.8,33.3,"",37,"FM14","NH4","Pathogen","Experiment","S",10.1445,1.444,25.9,33.2,"",1.02170879822487,7,0.0521999999999991,0.91466139130159
"291","7",2020-09-25,8.25,26.8,34,"",44,"FM14","NH4","Pathogen","Experiment","S",10.1445,1.444,25.9,33.2,"",1.02170879822487,7,0.0449000000000002,0.781743758672745
"291","7",2020-10-02,8.2881,27,32.4,"",51,"FM14","NH4","Pathogen","Experiment","S",10.1445,1.444,25.9,33.2,"",1.02170879822487,7,0.0381,0.65974025974026
"291","7",2020-10-09,8.8398,26.7,31.6,"",58,"FM14","NH4","Pathogen","Experiment","S",10.1445,1.444,25.9,33.2,"",1.02170879822487,7,0.5517,9.50933093402417
"293","3",2020-08-12,4.5065,27.8,32.2,"",0,"FM14","NH4","Placebo","Experiment","S",10.1161,1.4314,25.88,33.2,"",1.02171496825229,0,0,NA
"293","3",2020-08-21,4.5834,27.8,33.6,"",9,"FM14","NH4","Placebo","Experiment","S",10.1161,1.4314,25.88,33.2,"",1.02171496825229,9,0.0769000000000002,1.89602672682669
"293","3",2020-09-04,4.6977,27.3,34.7,"",23,"FM14","NH4","Placebo","Experiment","S",10.1161,1.4314,25.88,33.2,"",1.02171496825229,14,0.1143,1.78127279187627
"293","3",2020-09-11,4.7559,26.6,34.1,"",30,"FM14","NH4","Placebo","Experiment","S",10.1161,1.4314,25.88,33.2,"",1.02171496825229,7,0.0581999999999994,1.76986306368768
"293","3",2020-09-18,4.8195,27.3,32.6,"",37,"FM14","NH4","Placebo","Experiment","S",10.1161,1.4314,25.88,33.2,"",1.02171496825229,7,0.0636000000000001,1.91040902578151
"293","3",2020-09-25,4.8446,27.1,34.2,"",44,"FM14","NH4","Placebo","Experiment","S",10.1161,1.4314,25.88,33.2,"",1.02171496825229,7,0.0251000000000001,0.744001304225397
"293","3",2020-10-02,4.86768,27.2,32.5,"",51,"FM14","NH4","Placebo","Experiment","S",10.1161,1.4314,25.88,33.2,"",1.02171496825229,7,0.0230800000000002,0.680581029835877
"293","3",2020-10-09,4.9091,27,31.5,"",58,"FM14","NH4","Placebo","Experiment","S",10.1161,1.4314,25.88,33.2,"",1.02171496825229,7,0.0414199999999996,1.21559816116565
"296","2",2020-08-12,9.8047,27.8,32.1,"",0,"FM14","NH4","Pathogen","Experiment","S",10.1372,1.4335,25.88,33.2,"",1.02171496825229,0,0,NA
"296","2",2020-08-21,10.0755,27.8,33.6,"",9,"FM14","NH4","Pathogen","Experiment","S",10.1372,1.4335,25.88,33.2,"",1.02171496825229,9,0.270799999999999,3.06882300212029
"296","2",2020-09-04,10.4021,27.5,34.7,"",23,"FM14","NH4","Pathogen","Experiment","S",10.1372,1.4335,25.88,33.2,"",1.02171496825229,14,0.326600000000001,2.31537605365208
"296","2",2020-09-11,10.4927,26.7,34.1,"",30,"FM14","NH4","Pathogen","Experiment","S",10.1372,1.4335,25.88,33.2,"",1.02171496825229,7,0.0905999999999985,1.24425425085867
"296","8",2020-09-18,10.5743,26.9,33.3,"",37,"FM14","NH4","Pathogen","Experiment","S",10.1372,1.4335,25.88,33.2,"",1.02171496825229,7,0.0815999999999999,1.11097647480085
"296","8",2020-09-25,10.6207,26.7,34,"",44,"FM14","NH4","Pathogen","Experiment","S",10.1372,1.4335,25.88,33.2,"",1.02171496825229,7,0.0464000000000002,0.626856759177578
"296","8",2020-10-02,10.6745,26.9,32.4,"",51,"FM14","NH4","Pathogen","Experiment","S",10.1372,1.4335,25.88,33.2,"",1.02171496825229,7,0.0538000000000007,0.723654211654071
"296","8",2020-10-09,10.7324,26.6,31.6,"",58,"FM14","NH4","Pathogen","Experiment","S",10.1372,1.4335,25.88,33.2,"",1.02171496825229,7,0.0579000000000001,0.774877377996963
