"Tag","Tank","Date","BW","Temp","Sal","Notes","Day","Genotype","Nutrients","Disease","Available","T_Type","T_AW","T_BW","Temperature","Salinity","X","T_SW_den","Days","dBW","dBW_r"
"201","3",2020-08-12,7.4844,27.9,32.2,"",0,"FM9","NH4","Pathogen","Experiment","S",10.0171,1.4338,26.09,33.2,"",1.02165002864203,0,0,NA
"201","3",2020-08-21,7.6186,27.8,33.6,"Batch 2",9,"FM9","NH4","Pathogen","Experiment","S",10.0171,1.4338,26.09,33.2,"",1.02165002864203,9,0.1342,1.9922921157489
"201","3",2020-09-04,7.7907,27.3,34.7,"",23,"FM9","NH4","Pathogen","Experiment","S",10.0171,1.4338,26.09,33.2,"",1.02165002864203,14,0.1721,1.61353229502234
"201","3",2020-09-11,7.8646,26.6,34.1,"",30,"FM9","NH4","Pathogen","Experiment","S",10.0171,1.4338,26.09,33.2,"",1.02165002864203,7,0.0739000000000001,1.35509554432116
"201","3",2020-09-18,7.9346,27.4,32.6,"",37,"FM9","NH4","Pathogen","Experiment","S",10.0171,1.4338,26.09,33.2,"",1.02165002864203,7,0.0699999999999994,1.27152048419499
"201","3",2020-09-25,7.9609,27.1,34.1,"",44,"FM9","NH4","Pathogen","Experiment","S",10.0171,1.4338,26.09,33.2,"",1.02165002864203,7,0.0263,0.473513832725387
"201","3",2020-10-02,7.9963,27.3,32.4,"",51,"FM9","NH4","Pathogen","Experiment","S",10.0171,1.4338,26.09,33.2,"",1.02165002864203,7,0.0354000000000001,0.635247629934162
"201","3",2020-10-09,8.0336,27.1,31.5,"",58,"FM9","NH4","Pathogen","Experiment","S",10.0171,1.4338,26.09,33.2,"",1.02165002864203,7,0.0373000000000001,0.666379629149912
"202","3",2020-08-12,6.0984,28,32.2,"",0,"FM9","NH4","Pathogen","Experiment","S",10.069,1.4394,26.06,33.2,"",1.02165932659844,0,0,NA
"202","3",2020-08-21,6.1978,27.7,33.6,"",9,"FM9","NH4","Pathogen","Experiment","S",10.069,1.4394,26.06,33.2,"",1.02165932659844,9,0.0994000000000002,1.81103968982757
"202","3",2020-09-04,6.3513,27.4,34.7,"",23,"FM9","NH4","Pathogen","Experiment","S",10.069,1.4394,26.06,33.2,"",1.02165932659844,14,0.1535,1.76906091101451
"202","3",2020-09-11,6.4115,26.6,34.1,"",30,"FM9","NH4","Pathogen","Experiment","S",10.069,1.4394,26.06,33.2,"",1.02165932659844,7,0.0602,1.35405350085809
"202","3",2020-09-18,6.4763,27.4,32.6,"",37,"FM9","NH4","Pathogen","Experiment","S",10.069,1.4394,26.06,33.2,"",1.02165932659844,7,0.0648,1.443834181883
"202","3",2020-09-25,6.5009,27.1,34.2,"",44,"FM9","NH4","Pathogen","Experiment","S",10.069,1.4394,26.06,33.2,"",1.02165932659844,7,0.0245999999999995,0.54263788185934
"202","3",2020-10-02,6.5401,27.3,32.4,"",51,"FM9","NH4","Pathogen","Experiment","S",10.069,1.4394,26.06,33.2,"",1.02165932659844,7,0.0392000000000001,0.861419188112418
"202","3",2020-10-09,6.578,27.1,31.5,"",58,"FM9","NH4","Pathogen","Experiment","S",10.069,1.4394,26.06,33.2,"",1.02165932659844,7,0.0379000000000005,0.827859774970686
"204","4",2020-08-12,4.6097,27.9,32.2,"",0,"FM9","NH4","Placebo","Experiment","S",10.07,1.4275,26.09,33.2,"",1.02165002864203,0,0,NA
"204","4",2020-08-21,4.7257,27.3,33.7,"",9,"FM9","NH4","Placebo","Experiment","S",10.07,1.4275,26.09,33.2,"",1.02165002864203,9,0.116,2.79603637739741
"204","4",2020-09-04,4.8942,27.3,34.4,"",23,"FM9","NH4","Placebo","Experiment","S",10.07,1.4275,26.09,33.2,"",1.02165002864203,14,0.1685,2.54686380551332
"204","4",2020-09-11,4.9586,26.5,34.1,"",30,"FM9","NH4","Placebo","Experiment","S",10.07,1.4275,26.09,33.2,"",1.02165002864203,7,0.0644,1.8797760614605
"204","4",2020-09-18,5.0154,27.1,32.6,"",37,"FM9","NH4","Placebo","Experiment","S",10.07,1.4275,26.09,33.2,"",1.02165002864203,7,0.0568,1.63640658941752
"204","4",2020-09-25,5.0376,26.8,34.1,"",44,"FM9","NH4","Placebo","Experiment","S",10.07,1.4275,26.09,33.2,"",1.02165002864203,7,0.0222000000000007,0.632338112898007
"204","4",2020-10-02,5.0741,26.8,32.5,"",51,"FM9","NH4","Placebo","Experiment","S",10.07,1.4275,26.09,33.2,"",1.02165002864203,7,0.0364999999999993,1.03507339095713
"204","4",2020-10-09,5.1139,26.8,31.6,"",58,"FM9","NH4","Placebo","Experiment","S",10.07,1.4275,26.09,33.2,"",1.02165002864203,7,0.0398000000000005,1.12053650612214
"205","1",2020-08-12,6.969,27.8,32.2,"",0,"FM9","NH4","Pathogen","Experiment","S",10.1074,1.4352,26.19,33.2,"",1.02161898529007,0,0,NA
"205","1",2020-08-21,7.0894,28.1,33.3,"",9,"FM9","NH4","Pathogen","Experiment","S",10.1074,1.4352,26.19,33.2,"",1.02161898529007,9,0.1204,1.91961225108018
"205","1",2020-09-04,7.2623,27.6,34.6,"taking 3rd water sample (initial)",23,"FM9","NH4","Pathogen","Experiment","S",10.1074,1.4352,26.19,33.2,"",1.02161898529007,14,0.172899999999999,1.74203740796118
"205","1",2020-09-11,7.3521,27.5,33.9,"water sample 1",30,"FM9","NH4","Pathogen","Experiment","S",10.1074,1.4352,26.19,33.2,"",1.02161898529007,7,0.0898000000000003,1.76646123522458
"205","7",2020-09-18,7.4336,26.8,33.3,"",37,"FM9","NH4","Pathogen","Experiment","S",10.1074,1.4352,26.19,33.2,"",1.02161898529007,7,0.0815000000000001,1.58360973638242
"205","7",2020-09-25,7.5018,26.9,34,"",44,"FM9","NH4","Pathogen","Experiment","S",10.1074,1.4352,26.19,33.2,"",1.02161898529007,7,0.0682,1.31065125146055
"205","7",2020-10-02,7.5523,27,32.4,"",51,"FM9","NH4","Pathogen","Experiment","S",10.1074,1.4352,26.19,33.2,"",1.02161898529007,7,0.0504999999999995,0.961673960154316
"205","7",2020-10-09,7.6044,26.7,31.6,"",58,"FM9","NH4","Pathogen","Experiment","S",10.1074,1.4352,26.19,33.2,"",1.02161898529007,7,0.0521000000000003,0.985508671908846
"207","8",2020-08-12,4.6307,27.9,32.2,"",0,"FM9","Ambient","Placebo","Experiment","S",10.1113,1.4396,26.26,33.2,"",1.02159720906974,0,0,NA
"207","8",2020-08-21,4.74,27.1,34.4,"",9,"FM9","Ambient","Placebo","Experiment","S",10.1113,1.4396,26.26,33.2,"",1.02159720906974,9,0.1093,2.62259365634666
"207","8",2020-09-04,4.8868,27.1,34.5,"",23,"FM9","Ambient","Placebo","Experiment","S",10.1113,1.4396,26.26,33.2,"",1.02159720906974,14,0.1468,2.21217600964436
"207","8",2020-09-11,4.9656,27.3,34,"",30,"FM9","Ambient","Placebo","Experiment","S",10.1113,1.4396,26.26,33.2,"",1.02159720906974,7,0.0788000000000002,2.30358166021586
"207","2",2020-09-18,5.0346,27.8,32.5,"",37,"FM9","Ambient","Placebo","Experiment","S",10.1113,1.4396,26.26,33.2,"",1.02159720906974,7,0.069,1.985085962853
"207","2",2020-09-25,5.0635,27.3,34.1,"",44,"FM9","Ambient","Placebo","Experiment","S",10.1113,1.4396,26.26,33.2,"",1.02159720906974,7,0.0289000000000001,0.820039611602004
"207","2",2020-10-02,5.1016,27.5,32.4,"",51,"FM9","Ambient","Placebo","Experiment","S",10.1113,1.4396,26.26,33.2,"",1.02159720906974,7,0.0381,1.07491994526654
"207","2",2020-10-09,5.1348,27.3,31.5,"",58,"FM9","Ambient","Placebo","Experiment","S",10.1113,1.4396,26.26,33.2,"",1.02159720906974,7,0.0331999999999999,0.929680324380023
"208","7",2020-08-12,4.9289,27.9,32.2,"",0,"FM9","Ambient","Placebo","Experiment","S",10.094,1.4188,26.24,33.2,"",1.02160343469908,0,0,NA
"208","7",2020-08-21,5.0024,27.2,34.4,"",9,"FM9","Ambient","Placebo","Experiment","S",10.094,1.4188,26.24,33.2,"",1.02160343469908,9,0.0735000000000001,1.65689437129312
"208","7",2020-09-04,5.1382,27.2,34.7,"",23,"FM9","Ambient","Placebo","Experiment","S",10.094,1.4188,26.24,33.2,"",1.02160343469908,14,0.135800000000001,1.93906924676156
"208","7",2020-09-11,5.2271,27.5,34,"",30,"FM9","Ambient","Placebo","Experiment","S",10.094,1.4188,26.24,33.2,"",1.02160343469908,7,0.0888999999999998,2.47168269043633
"208","1",2020-09-18,5.2845,27.9,32.5,"water sample 1",37,"FM9","Ambient","Placebo","Experiment","S",10.094,1.4188,26.24,33.2,"",1.02160343469908,7,0.0574000000000003,1.56874748904747
"208","1",2020-09-25,5.3492,27.8,34.1,"",44,"FM9","Ambient","Placebo","Experiment","S",10.094,1.4188,26.24,33.2,"",1.02160343469908,7,0.0646999999999993,1.74905045753752
"208","1",2020-10-02,5.3561,27.9,32.4,"water sample #1 taken",51,"FM9","Ambient","Placebo","Experiment","S",10.094,1.4188,26.24,33.2,"",1.02160343469908,7,0.00689999999999991,0.184273215754556
"208","1",2020-10-09,5.3895,27.6,31.5,"water sample #1 taken",58,"FM9","Ambient","Placebo","Experiment","S",10.094,1.4188,26.24,33.2,"",1.02160343469908,7,0.0334000000000003,0.89084008353627
"209","8",2020-08-12,4.1622,27.8,32.2,"",0,"FM9","Ambient","Placebo","Experiment","S",10.1204,1.4403,26.21,33.2,"",1.02161276736551,0,0,NA
"209","8",2020-08-21,4.2546,27.1,34.4,"",9,"FM9","Ambient","Placebo","Experiment","S",10.1204,1.4403,26.21,33.2,"",1.02161276736551,9,0.0923999999999996,2.46664424262809
"209","8",2020-09-04,4.3714,27.1,34.5,"",23,"FM9","Ambient","Placebo","Experiment","S",10.1204,1.4403,26.21,33.2,"",1.02161276736551,14,0.1168,1.96090282114821
"209","8",2020-09-11,4.4307,27.3,34,"",30,"FM9","Ambient","Placebo","Experiment","S",10.1204,1.4403,26.21,33.2,"",1.02161276736551,7,0.0592999999999995,1.9379211628834
"209","2",2020-09-18,4.4878,27.8,32.5,"",37,"FM9","Ambient","Placebo","Experiment","S",10.1204,1.4403,26.21,33.2,"",1.02161276736551,7,0.0571000000000002,1.84105059181233
"209","2",2020-09-25,4.522,27.3,34.1,"",44,"FM9","Ambient","Placebo","Experiment","S",10.1204,1.4403,26.21,33.2,"",1.02161276736551,7,0.0342000000000002,1.08866577960567
"209","2",2020-10-02,4.5585,27.5,32.4,"",51,"FM9","Ambient","Placebo","Experiment","S",10.1204,1.4403,26.21,33.2,"",1.02161276736551,7,0.0365000000000002,1.1530928160738
"209","2",2020-10-09,4.5895,27.3,31.5,"",58,"FM9","Ambient","Placebo","Experiment","S",10.1204,1.4403,26.21,33.2,"",1.02161276736551,7,0.0309999999999997,0.971497516413598
"211","2",2020-08-12,3.4208,27.8,32.2,"",0,"FM9","NH4","Placebo","Experiment","S",10.0843,1.4263,26.38,33.2,"",1.02155979063902,0,0,NA
"211","2",2020-08-21,3.4792,27.8,33.6,"",9,"FM9","NH4","Placebo","Experiment","S",10.0843,1.4263,26.38,33.2,"",1.02155979063902,9,0.0584000000000002,1.89689221494648
"211","2",2020-09-04,3.5644,27.5,34.6,"",23,"FM9","NH4","Placebo","Experiment","S",10.0843,1.4263,26.38,33.2,"",1.02155979063902,14,0.0851999999999999,1.74917058108596
"211","2",2020-09-11,3.5952,26.6,34.1,"",30,"FM9","NH4","Placebo","Experiment","S",10.0843,1.4263,26.38,33.2,"",1.02155979063902,7,0.0308000000000002,1.23442935697453
"211","8",2020-09-18,3.6387,26.9,33.2,"",37,"FM9","NH4","Placebo","Experiment","S",10.0843,1.4263,26.38,33.2,"",1.02155979063902,7,0.0434999999999999,1.7284951363723
"211","8",2020-09-25,3.6553,26.7,34,"",44,"FM9","NH4","Placebo","Experiment","S",10.0843,1.4263,26.38,33.2,"",1.02155979063902,7,0.0165999999999999,0.651724124392933
"211","8",2020-10-02,3.6832,26.9,32.4,"",51,"FM9","NH4","Placebo","Experiment","S",10.0843,1.4263,26.38,33.2,"",1.02155979063902,7,0.0278999999999998,1.09039320595143
"211","8",2020-10-09,3.7191,26.6,31.6,"",58,"FM9","NH4","Placebo","Experiment","S",10.0843,1.4263,26.38,33.2,"",1.02155979063902,7,0.0359000000000003,1.39242273799182
"214","2",2020-08-12,4.935,27.9,32.2,"",0,"FM9","NH4","Placebo","Experiment","S",10.013,1.4121,26.44,33.2,"",1.02154103990092,0,0,NA
"214","2",2020-08-21,4.9958,27.8,33.6,"",9,"FM9","NH4","Placebo","Experiment","S",10.013,1.4121,26.44,33.2,"",1.02154103990092,9,0.0608000000000004,1.3689069008218
"214","2",2020-09-04,5.084,27.5,34.7,"",23,"FM9","NH4","Placebo","Experiment","S",10.013,1.4121,26.44,33.2,"",1.02154103990092,14,0.0881999999999996,1.26105928980343
"214","2",2020-09-11,5.1115,26.6,34.1,"",30,"FM9","NH4","Placebo","Experiment","S",10.013,1.4121,26.44,33.2,"",1.02154103990092,7,0.0275000000000007,0.772732381701718
"214","8",2020-09-18,5.1475,26.9,33.2,"",37,"FM9","NH4","Placebo","Experiment","S",10.013,1.4121,26.44,33.2,"",1.02154103990092,7,0.0359999999999996,1.00613462640264
"214","8",2020-09-25,5.1655,26.7,34,"",44,"FM9","NH4","Placebo","Experiment","S",10.013,1.4121,26.44,33.2,"",1.02154103990092,7,0.0179999999999998,0.49954901824741
"214","8",2020-10-02,5.1935,26.9,32.4,"",51,"FM9","NH4","Placebo","Experiment","S",10.013,1.4121,26.44,33.2,"",1.02154103990092,7,0.0280000000000005,0.774368405769058
"214","8",2020-10-09,5.2278,26.6,31.6,"",58,"FM9","NH4","Placebo","Experiment","S",10.013,1.4121,26.44,33.2,"",1.02154103990092,7,0.0343,0.943487051121594
"215","3",2020-08-12,4.0687,27.8,32.2,"",0,"FM9","NH4","Placebo","Experiment","S",10.1486,1.4533,26.47,33.2,"",1.02153165416194,0,0,NA
"215","3",2020-08-21,4.1282,27.8,33.6,"",9,"FM9","NH4","Placebo","Experiment","S",10.1486,1.4533,26.47,33.2,"",1.02153165416194,9,0.0594999999999999,1.62487062479689
"215","3",2020-09-04,4.2286,27.3,34.7,"",23,"FM9","NH4","Placebo","Experiment","S",10.1486,1.4533,26.47,33.2,"",1.02153165416194,14,0.1004,1.73718050758893
"215","3",2020-09-11,4.2919,26.6,34.1,"",30,"FM9","NH4","Placebo","Experiment","S",10.1486,1.4533,26.47,33.2,"",1.02153165416194,7,0.0632999999999999,2.13849906419551
"215","3",2020-09-18,4.3504,27.3,32.6,"",37,"FM9","NH4","Placebo","Experiment","S",10.1486,1.4533,26.47,33.2,"",1.02153165416194,7,0.0584999999999996,1.9471895564069
"215","3",2020-09-25,4.3677,27.1,34.2,"",44,"FM9","NH4","Placebo","Experiment","S",10.1486,1.4533,26.47,33.2,"",1.02153165416194,7,0.0173000000000005,0.568092260810189
"215","3",2020-10-02,4.3927,27.3,32.4,"",51,"FM9","NH4","Placebo","Experiment","S",10.1486,1.4533,26.47,33.2,"",1.02153165416194,7,0.0249999999999995,0.817690906295875
"215","3",2020-10-09,4.4246,27.1,31.5,"",58,"FM9","NH4","Placebo","Experiment","S",10.1486,1.4533,26.47,33.2,"",1.02153165416194,7,0.0319000000000003,1.03743548549705
"216","4",2020-08-12,6.4969,27.8,32.2,"",0,"FM9","NH4","Pathogen","Experiment","S",10.0946,1.4146,26.32,33.2,"",1.02157851370348,0,0,NA
"216","4",2020-08-21,6.6118,27.2,33.7,"",9,"FM9","NH4","Pathogen","Experiment","S",10.0946,1.4146,26.32,33.2,"",1.02157851370348,9,0.1149,1.96503973690016
"216","4",2020-09-04,6.8021,27.3,34.4,"",23,"FM9","NH4","Pathogen","Experiment","S",10.0946,1.4146,26.32,33.2,"",1.02157851370348,14,0.190300000000001,2.05584820213212
"216","4",2020-09-11,6.8835,26.5,34.1,"",30,"FM9","NH4","Pathogen","Experiment","S",10.0946,1.4146,26.32,33.2,"",1.02157851370348,7,0.0813999999999995,1.70955608247032
"216","4",2020-09-18,6.9484,27,32.6,"",37,"FM9","NH4","Pathogen","Experiment","S",10.0946,1.4146,26.32,33.2,"",1.02157851370348,7,0.0649000000000006,1.3469061627702
"216","4",2020-09-25,6.9718,26.8,34.1,"",44,"FM9","NH4","Pathogen","Experiment","S",10.0946,1.4146,26.32,33.2,"",1.02157851370348,7,0.0233999999999996,0.481097395494947
"216","4",2020-10-02,6.9985,26.8,32.5,"",51,"FM9","NH4","Pathogen","Experiment","S",10.0946,1.4146,26.32,33.2,"",1.02157851370348,7,0.0266999999999999,0.547101998664005
"216","4",2020-10-09,7.0503,26.8,31.6,"",58,"FM9","NH4","Pathogen","Experiment","S",10.0946,1.4146,26.32,33.2,"",1.02157851370348,7,0.0518000000000001,1.05736943630778
"217","6",2020-08-12,5.5237,27.9,32.2,"",0,"FM9","Ambient","Pathogen","Experiment","S",10.096,1.4086,26.42,33.2,"",1.02154729322028,0,0,NA
"217","6",2020-08-21,5.5866,27.6,34.3,"",9,"FM9","Ambient","Pathogen","Experiment","S",10.096,1.4086,26.42,33.2,"",1.02154729322028,9,0.0629,1.2652549720095
"217","6",2020-09-04,5.7545,27.3,34.4,"",23,"FM9","Ambient","Pathogen","Experiment","S",10.096,1.4086,26.42,33.2,"",1.02154729322028,14,0.1679,2.14671842316564
"217","6",2020-09-11,5.8482,27.7,34,"",30,"FM9","Ambient","Pathogen","Experiment","S",10.096,1.4086,26.42,33.2,"",1.02154729322028,7,0.0937000000000001,2.32612986110249
"217","6",2020-09-18,5.9156,27.1,33.2,"",37,"FM9","Ambient","Pathogen","Experiment","S",10.096,1.4086,26.42,33.2,"",1.02154729322028,7,0.0674000000000001,1.64641623552058
"217","6",2020-09-25,5.9622,27.1,33.9,"",44,"FM9","Ambient","Pathogen","Experiment","S",10.096,1.4086,26.42,33.2,"",1.02154729322028,7,0.0465999999999998,1.12535378611516
"217","6",2020-10-02,6.0099,27.6,32.4,"",51,"FM9","Ambient","Pathogen","Experiment","S",10.096,1.4086,26.42,33.2,"",1.02154729322028,7,0.0476999999999999,1.14291464799666
"217","6",2020-10-09,6.0601,26.9,31.6,"",58,"FM9","Ambient","Pathogen","Experiment","S",10.096,1.4086,26.42,33.2,"",1.02154729322028,7,0.0502000000000002,1.19326920105636
"218","7",2020-08-12,3.9264,27.9,32.2,"",0,"FM9","Ambient","Placebo","Experiment","S",10.1044,1.4166,26.42,33.2,"",1.02154729322028,0,0,NA
"218","7",2020-08-21,3.9889,27.2,34.4,"",9,"FM9","Ambient","Placebo","Experiment","S",10.1044,1.4166,26.42,33.2,"",1.02154729322028,9,0.0625,1.76865435117269
"218","7",2020-09-04,4.0992,27.2,34.7,"",23,"FM9","Ambient","Placebo","Experiment","S",10.1044,1.4166,26.42,33.2,"",1.02154729322028,14,0.1103,1.97512382575933
"218","7",2020-09-11,4.1548,27.5,34,"",30,"FM9","Ambient","Placebo","Experiment","S",10.1044,1.4166,26.42,33.2,"",1.02154729322028,7,0.0556000000000001,1.93766031002565
"218","1",2020-09-18,4.1887,27.9,32.5,"",37,"FM9","Ambient","Placebo","Experiment","S",10.1044,1.4166,26.42,33.2,"",1.02154729322028,7,0.0339,1.16560535834629
"218","1",2020-09-25,4.2497,27.8,34.1,"",44,"FM9","Ambient","Placebo","Experiment","S",10.1044,1.4166,26.42,33.2,"",1.02154729322028,7,0.0609999999999999,2.08042727201416
"218","1",2020-10-02,4.2479,27.9,32.4,"",51,"FM9","Ambient","Placebo","Experiment","S",10.1044,1.4166,26.42,33.2,"",1.02154729322028,7,-0.00180000000000025,-0.0605084728670006
"218","1",2020-10-09,4.2784,27.6,31.5,"",58,"FM9","Ambient","Placebo","Experiment","S",10.1044,1.4166,26.42,33.2,"",1.02154729322028,7,0.0305000000000009,1.0257169088592
"220","1",2020-08-12,4.7661,27.9,32.2,"",0,"FM9","NH4","Placebo","Experiment","S",10.0893,1.4114,26.41,33.2,"",1.02155041872764,0,0,NA
"220","1",2020-08-21,4.8355,28,33.4,"",9,"FM9","NH4","Placebo","Experiment","S",10.0893,1.4114,26.41,33.2,"",1.02155041872764,9,0.0693999999999999,1.61790795642372
"220","1",2020-09-04,4.9137,27.6,34.6,"",23,"FM9","NH4","Placebo","Experiment","S",10.0893,1.4114,26.41,33.2,"",1.02155041872764,14,0.0782000000000007,1.15514720002365
"220","1",2020-09-11,4.9504,27.5,34,"",30,"FM9","NH4","Placebo","Experiment","S",10.0893,1.4114,26.41,33.2,"",1.02155041872764,7,0.0366999999999997,1.06698763515418
"220","7",2020-09-18,4.9894,26.8,33.3,"",37,"FM9","NH4","Placebo","Experiment","S",10.0893,1.4114,26.41,33.2,"",1.02155041872764,7,0.0389999999999997,1.12545018007202
"220","7",2020-09-25,5.0265,26.8,34,"",44,"FM9","NH4","Placebo","Experiment","S",10.0893,1.4114,26.41,33.2,"",1.02155041872764,7,0.0371000000000006,1.06225197418529
"220","7",2020-10-02,5.0614,27,32.4,"",51,"FM9","NH4","Placebo","Experiment","S",10.0893,1.4114,26.41,33.2,"",1.02155041872764,7,0.0348999999999995,0.991885862073851
"220","7",2020-10-09,5.1042,26.7,31.6,"",58,"FM9","NH4","Placebo","Experiment","S",10.0893,1.4114,26.41,33.2,"",1.02155041872764,7,0.0427999999999997,1.20802262502187
"221","6",2020-08-12,3.043,27.9,32.2,"",0,"FM9","Ambient","Placebo","Experiment","S",10.1333,1.4487,26.39,33.2,"",1.02155666743712,0,0,NA
"221","6",2020-08-21,3.097,27.6,34.3,"",9,"FM9","Ambient","Placebo","Experiment","S",10.1333,1.4487,26.39,33.2,"",1.02155666743712,9,0.0539999999999998,1.9717384160368
"221","6",2020-09-04,3.2009,27.3,34.4,"",23,"FM9","Ambient","Placebo","Experiment","S",10.1333,1.4487,26.39,33.2,"",1.02155666743712,14,0.1039,2.39632824392269
"221","6",2020-09-11,3.2577,27.7,34,"",30,"FM9","Ambient","Placebo","Experiment","S",10.1333,1.4487,26.39,33.2,"",1.02155666743712,7,0.0568,2.53500131659399
"221","6",2020-09-18,3.3106,27.1,33.2,"",37,"FM9","Ambient","Placebo","Experiment","S",10.1333,1.4487,26.39,33.2,"",1.02155666743712,7,0.0529000000000002,2.31977863435641
"221","6",2020-09-25,3.347,27.1,33.9,"",44,"FM9","Ambient","Placebo","Experiment","S",10.1333,1.4487,26.39,33.2,"",1.02155666743712,7,0.0364,1.57071225759681
"221","6",2020-10-02,3.3827,27.5,32.4,"",51,"FM9","Ambient","Placebo","Experiment","S",10.1333,1.4487,26.39,33.2,"",1.02155666743712,7,0.0356999999999998,1.52375261428144
"221","6",2020-10-09,3.4087,27.1,31.6,"",58,"FM9","Ambient","Placebo","Experiment","S",10.1333,1.4487,26.39,33.2,"",1.02155666743712,7,0.0260000000000002,1.09802397915445
"222","2",2020-08-12,7.2468,27.9,32.2,"",0,"FM9","NH4","Pathogen","Experiment","S",10.1323,1.4172,26.38,33.2,"",1.02155979063902,0,0,NA
"222","2",2020-08-21,7.3784,27.9,33.5,"",9,"FM9","NH4","Pathogen","Experiment","S",10.1323,1.4172,26.38,33.2,"",1.02155979063902,9,0.1316,2.01774883013498
"222","2",2020-09-04,7.5518,27.4,34.7,"",23,"FM9","NH4","Pathogen","Experiment","S",10.1323,1.4172,26.38,33.2,"",1.02155979063902,14,0.1734,1.67864500240083
"222","2",2020-09-11,7.599,26.6,34.1,"",30,"FM9","NH4","Pathogen","Experiment","S",10.1323,1.4172,26.38,33.2,"",1.02155979063902,7,0.0472000000000001,0.892880789064483
"222","8",2020-09-18,7.6469,26.9,33.2,"",37,"FM9","NH4","Pathogen","Experiment","S",10.1323,1.4172,26.38,33.2,"",1.02155979063902,7,0.0478999999999994,0.900494425958291
"222","8",2020-09-25,7.6696,26.7,34,"",44,"FM9","NH4","Pathogen","Experiment","S",10.1323,1.4172,26.38,33.2,"",1.02155979063902,7,0.0227000000000004,0.424074741772117
"222","8",2020-10-02,7.7041,26.9,32.4,"",51,"FM9","NH4","Pathogen","Experiment","S",10.1323,1.4172,26.38,33.2,"",1.02155979063902,7,0.0345000000000004,0.642611274195719
"222","8",2020-10-09,7.7532,26.6,31.6,"",58,"FM9","NH4","Pathogen","Experiment","S",10.1323,1.4172,26.38,33.2,"",1.02155979063902,7,0.0490999999999993,0.910461405522463
"224","6",2020-08-12,7.0216,27.9,32.2,"",0,"FM9","Ambient","Pathogen","Experiment","S",10.0844,1.4081,26.36,33.2,"",1.02156603473657,0,0,NA
"224","6",2020-08-21,7.168,27.5,34.4,"",9,"FM9","Ambient","Pathogen","Experiment","S",10.0844,1.4081,26.36,33.2,"",1.02156603473657,9,0.1464,2.31666096995936
"224","6",2020-09-04,7.3486,27.4,34.4,"",23,"FM9","Ambient","Pathogen","Experiment","S",10.0844,1.4081,26.36,33.2,"",1.02156603473657,14,0.1806,1.79966517857143
"224","6",2020-09-11,7.4298,27.7,34,"",30,"FM9","Ambient","Pathogen","Experiment","S",10.0844,1.4081,26.36,33.2,"",1.02156603473657,7,0.0811999999999999,1.5785319652723
"224","6",2020-09-18,7.4962,27.1,33.2,"",37,"FM9","Ambient","Pathogen","Experiment","S",10.0844,1.4081,26.36,33.2,"",1.02156603473657,7,0.0663999999999998,1.27671192841184
"224","6",2020-09-25,7.5473,27.1,33.9,"",44,"FM9","Ambient","Pathogen","Experiment","S",10.0844,1.4081,26.36,33.2,"",1.02156603473657,7,0.0510999999999999,0.973826738881032
"224","6",2020-10-02,7.6024,27.5,32.4,"",51,"FM9","Ambient","Pathogen","Experiment","S",10.0844,1.4081,26.36,33.2,"",1.02156603473657,7,0.0551000000000004,1.04294629489071
"224","6",2020-10-09,7.6561,27.1,31.6,"",58,"FM9","Ambient","Pathogen","Experiment","S",10.0844,1.4081,26.36,33.2,"",1.02156603473657,7,0.0537000000000001,1.0090798394492
"225","8",2020-08-12,8.9163,27.9,32.2,"",0,"FM9","Ambient","Pathogen","Experiment","S",10.0275,1.4291,26.35,33.2,"",1.02156915563199,0,0,NA
"225","8",2020-08-21,9.0785,27.1,34.4,"",9,"FM9","Ambient","Pathogen","Experiment","S",10.0275,1.4291,26.35,33.2,"",1.02156915563199,9,0.1622,2.02126691814119
"225","8",2020-09-04,9.3424,27.1,34.5,"",23,"FM9","Ambient","Pathogen","Experiment","S",10.0275,1.4291,26.35,33.2,"",1.02156915563199,14,0.2639,2.07633419617778
"225","8",2020-09-11,9.443,27.3,34,"",30,"FM9","Ambient","Pathogen","Experiment","S",10.0275,1.4291,26.35,33.2,"",1.02156915563199,7,0.1006,1.53830156827245
"225","2",2020-09-18,9.5392,27.8,32.5,"",37,"FM9","Ambient","Pathogen","Experiment","S",10.0275,1.4291,26.35,33.2,"",1.02156915563199,7,0.0961999999999996,1.45534863315229
"225","2",2020-09-25,9.5816,27.3,34.1,"",44,"FM9","Ambient","Pathogen","Experiment","S",10.0275,1.4291,26.35,33.2,"",1.02156915563199,7,0.0424000000000007,0.634973882206364
"225","2",2020-10-02,9.6351,27.5,32.4,"",51,"FM9","Ambient","Pathogen","Experiment","S",10.0275,1.4291,26.35,33.2,"",1.02156915563199,7,0.0534999999999997,0.797659800331583
"225","2",2020-10-09,9.6789,27.3,31.5,"",58,"FM9","Ambient","Pathogen","Experiment","S",10.0275,1.4291,26.35,33.2,"",1.02156915563199,7,0.0438000000000009,0.64941130420473
"226","1",2020-08-12,2.9241,28,32.1,"",0,"FM9","NH4","Placebo","Experiment","S",10.0067,1.4031,26.36,33.2,"",1.02156603473657,0,0,NA
"226","1",2020-08-21,2.9426,28,33.5,"",9,"FM9","NH4","Placebo","Experiment","S",10.0067,1.4031,26.36,33.2,"",1.02156603473657,9,0.0185,0.702970334651876
